[1246, 878]
[chapter-title, [401.0, 69.0, 178.0, 30.0], shoonya_12sQ0C61VFVO4C, 5775802]
[paragraph, [174.0, 639.0, 636.0, 18.0], shoonya_0sLATTCZKOU0IE, 5775802]
[paragraph, [174.0, 657.0, 636.0, 18.0], shoonya_0sLATTCZKOU0IE, 5775802]
[paragraph, [174.0, 675.0, 636.0, 18.0], shoonya_0sLATTCZKOU0IE, 5775802]
[paragraph, [174.0, 693.0, 636.0, 18.0], shoonya_0sLATTCZKOU0IE, 5775802]
[paragraph, [174.0, 711.0, 636.0, 18.0], shoonya_0sLATTCZKOU0IE, 5775802]
[paragraph, [191.0, 736.0, 571.0, 18.0], shoonya_10sHCXN6K9O4U8, 5775802]
[paragraph, [185.0, 765.0, 624.0, 18.0], shoonya_8s10JEYPZ8NFQX, 5775802]
[paragraph, [185.0, 783.0, 624.0, 18.0], shoonya_8s10JEYPZ8NFQX, 5775802]
[paragraph, [215.0, 812.0, 583.0, 18.0], shoonya_13sX3DAJIQMWK9, 5775802]
[paragraph, [177.0, 842.0, 632.0, 18.0], shoonya_3sPXNHU9RDIE1H, 5775802]
[paragraph, [177.0, 860.0, 632.0, 18.0], shoonya_3sPXNHU9RDIE1H, 5775802]
[paragraph, [177.0, 878.0, 632.0, 18.0], shoonya_3sPXNHU9RDIE1H, 5775802]
[paragraph, [177.0, 896.0, 632.0, 18.0], shoonya_3sPXNHU9RDIE1H, 5775802]
[paragraph, [177.0, 914.0, 632.0, 18.0], shoonya_3sPXNHU9RDIE1H, 5775802]
[paragraph, [197.0, 937.0, 323.0, 18.0], shoonya_7sRRSH99W7148S, 5775802]
[paragraph, [205.0, 964.0, 421.0, 18.0], shoonya_6sT8OZFDE1CZVC, 5775802]
[paragraph, [210.0, 988.0, 465.0, 18.0], shoonya_4sYDOP54U3IXHM, 5775802]
[paragraph, [235.0, 1014.0, 573.0, 18.0], shoonya_14s7DJRZ4ED12Q, 5775802]
[paragraph, [184.0, 1035.0, 632.0, 18.0], shoonya_5s96CDZMG8VP7X, 5775802]
[paragraph, [184.0, 1053.0, 632.0, 18.0], shoonya_5s96CDZMG8VP7X, 5775802]
[paragraph, [184.0, 1071.0, 632.0, 18.0], shoonya_5s96CDZMG8VP7X, 5775802]
[paragraph, [183.0, 1082.0, 627.0, 18.0], shoonya_9sSZ2L9AP75Z4S, 5775802]
[paragraph, [183.0, 1100.0, 627.0, 18.0], shoonya_9sSZ2L9AP75Z4S, 5775802]
[paragraph, [183.0, 1118.0, 627.0, 18.0], shoonya_9sSZ2L9AP75Z4S, 5775802]
