[792, 612]
[paragraph, [75.0, 3.0, 149.0, 18.0], shoonya_0sQG9G6QJLL9TK, 6515596]
[paragraph, [233.0, 458.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [233.0, 476.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [233.0, 494.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [233.0, 512.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [233.0, 530.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [233.0, 548.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [233.0, 566.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [233.0, 584.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [233.0, 602.0, 147.0, 18.0], cLsV_8bzcJ, 6515596]
[paragraph, [388.0, 362.0, 145.0, 18.0], J9hCxWh8Uj, 6515596]
[paragraph, [388.0, 380.0, 145.0, 18.0], J9hCxWh8Uj, 6515596]
[paragraph, [388.0, 398.0, 145.0, 18.0], J9hCxWh8Uj, 6515596]
[paragraph, [387.0, 434.0, 147.0, 18.0], DEExrX0X-e, 6515596]
[paragraph, [387.0, 452.0, 147.0, 18.0], DEExrX0X-e, 6515596]
[paragraph, [387.0, 470.0, 147.0, 18.0], DEExrX0X-e, 6515596]
[paragraph, [387.0, 488.0, 147.0, 18.0], DEExrX0X-e, 6515596]
[paragraph, [387.0, 506.0, 147.0, 18.0], DEExrX0X-e, 6515596]
[paragraph, [387.0, 524.0, 147.0, 18.0], DEExrX0X-e, 6515596]
[paragraph, [387.0, 542.0, 147.0, 18.0], DEExrX0X-e, 6515596]
[paragraph, [388.0, 592.0, 146.0, 18.0], 4vr-DGt7sF, 6515596]
[paragraph, [388.0, 610.0, 146.0, 18.0], 4vr-DGt7sF, 6515596]
