[7190, 6265]
[figure-caption, [3928.0, 315.0, 1379.0, 52.5], shoonya_11sNTHPNVUPJKF, 5779634]
[figure-caption, [3352.0, 5578.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5630.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5683.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5735.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5788.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5840.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5893.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[paragraph, [3373.0, 5984.0, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6036.5, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6089.0, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6141.5, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6194.0, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6246.5, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6299.0, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6351.5, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6404.0, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6456.5, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6509.0, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6561.5, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6614.0, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[paragraph, [3373.0, 6666.5, 2765.0, 52.5], shoonya_3sOEP0YHMIZC65, 5779634]
[figure-caption, [1245.0, 6775.0, 906.0, 52.5], shoonya_4s28B03F3GCV0D, 5779634]
[figure-caption, [1245.0, 6827.5, 906.0, 52.5], shoonya_4s28B03F3GCV0D, 5779634]
