[1755, 1240]
[flag, [102.0, 242.0, 509.0, 36.0], shoonya_5sDVCSXTULPW6L, 6472589]
[contact-info, [99.0, 1129.0, 401.0, 36.0], JtEpgs2AY0, 6472589]
[contact-info, [99.0, 1165.0, 401.0, 36.0], JtEpgs2AY0, 6472589]
[contact-info, [99.0, 1201.0, 401.0, 36.0], JtEpgs2AY0, 6472589]
[paragraph, [644.0, 933.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 969.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1005.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1041.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1077.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1113.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1149.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1185.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1221.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1257.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1293.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1329.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[paragraph, [644.0, 1365.0, 505.0, 36.0], shoonya_2sAY3AU5JZ3QRL, 6472589]
[contact-info, [97.0, 1293.0, 530.0, 36.0], NhGnKJYCrC, 6472589]
[contact-info, [97.0, 1329.0, 530.0, 36.0], NhGnKJYCrC, 6472589]
[contact-info, [97.0, 1365.0, 530.0, 36.0], NhGnKJYCrC, 6472589]
[contact-info, [97.0, 1401.0, 530.0, 36.0], NhGnKJYCrC, 6472589]
[contact-info, [97.0, 1437.0, 530.0, 36.0], NhGnKJYCrC, 6472589]
[contact-info, [97.0, 1473.0, 530.0, 36.0], NhGnKJYCrC, 6472589]
[contact-info, [97.0, 1509.0, 530.0, 36.0], NhGnKJYCrC, 6472589]
[paragraph, [641.0, 1400.0, 502.0, 36.0], 4JK1M7hAwz, 6472589]
[paragraph, [641.0, 1436.0, 502.0, 36.0], 4JK1M7hAwz, 6472589]
[footnote, [988.0, 1477.0, 162.0, 36.0], 3WYBVvgwv4, 6472589]
[footnote, [988.0, 1513.0, 162.0, 36.0], 3WYBVvgwv4, 6472589]
[website-link, [113.0, 1516.0, 514.0, 18.0], shoonya_4sUJ97O0YIUA6C, 6472589]
[website-link, [113.0, 1534.0, 514.0, 18.0], shoonya_4sUJ97O0YIUA6C, 6472589]
[folio, [69.0, 1600.0, 256.0, 36.0], shoonya_6sN73Y1DSVXFKF, 6472589]
