[1818, 1374]
[folio, [628.0, 110.0, 104.0, 36.0], shoonya_0sLRHSWCWBKIZT, 5682547]
[paragraph, [686.0, 771.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 807.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 843.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 879.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 915.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 951.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 987.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1023.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1059.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1095.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1131.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1167.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1203.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1239.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1275.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1311.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1347.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1383.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1419.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1455.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1491.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1527.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1563.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1599.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1635.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [686.0, 1671.0, 580.0, 36.0], z7CnIj0d8S, 5682547]
[paragraph, [92.0, 861.0, 576.0, 36.0], PWIhictWk0, 5682547]
[paragraph, [92.0, 897.0, 576.0, 36.0], PWIhictWk0, 5682547]
[paragraph, [90.0, 946.0, 578.0, 36.0], j7TLHOaro5, 5682547]
[paragraph, [90.0, 982.0, 578.0, 36.0], j7TLHOaro5, 5682547]
[paragraph, [90.0, 1018.0, 578.0, 36.0], j7TLHOaro5, 5682547]
[paragraph, [90.0, 1064.0, 580.0, 36.0], 29pSbKhwL6, 5682547]
[paragraph, [90.0, 1100.0, 580.0, 36.0], 29pSbKhwL6, 5682547]
[paragraph, [88.0, 1143.0, 580.0, 36.0], MjwKos3Xvu, 5682547]
[paragraph, [88.0, 1179.0, 580.0, 36.0], MjwKos3Xvu, 5682547]
[paragraph, [88.0, 1215.0, 580.0, 36.0], MjwKos3Xvu, 5682547]
[paragraph, [88.0, 1251.0, 580.0, 36.0], MjwKos3Xvu, 5682547]
[paragraph, [88.0, 1287.0, 580.0, 36.0], MjwKos3Xvu, 5682547]
[paragraph, [88.0, 1323.0, 580.0, 36.0], MjwKos3Xvu, 5682547]
[paragraph, [88.0, 1359.0, 580.0, 36.0], MjwKos3Xvu, 5682547]
[paragraph, [88.0, 1395.0, 580.0, 36.0], MjwKos3Xvu, 5682547]
[paragraph, [155.0, 1461.0, 361.0, 36.0], jBN-fik7F6, 5682547]
[paragraph, [110.0, 1620.0, 562.0, 36.0], vqDzp6VUtf, 5682547]
[paragraph, [110.0, 1656.0, 562.0, 36.0], vqDzp6VUtf, 5682547]
