[2094, 1538]
[folio, [57.0, 38.0, 203.0, 36.0], ietvJ4YTlE, 5713389]
[paragraph, [39.0, 1039.0, 738.0, 36.0], shoonya_1s1JQNEACKAQC0, 5713389]
[paragraph, [39.0, 1075.0, 738.0, 36.0], shoonya_1s1JQNEACKAQC0, 5713389]
[paragraph, [39.0, 1111.0, 738.0, 36.0], shoonya_1s1JQNEACKAQC0, 5713389]
[paragraph, [39.0, 1149.0, 739.0, 36.0], shoonya_2s1FVNA5EIOVG8, 5713389]
[paragraph, [39.0, 1185.0, 739.0, 36.0], shoonya_2s1FVNA5EIOVG8, 5713389]
[paragraph, [39.0, 1221.0, 739.0, 36.0], shoonya_2s1FVNA5EIOVG8, 5713389]
[paragraph, [39.0, 1257.0, 739.0, 36.0], shoonya_2s1FVNA5EIOVG8, 5713389]
[paragraph, [39.0, 1293.0, 739.0, 36.0], shoonya_2s1FVNA5EIOVG8, 5713389]
[paragraph, [39.0, 1329.0, 739.0, 36.0], shoonya_2s1FVNA5EIOVG8, 5713389]
[paragraph, [39.0, 1365.0, 739.0, 36.0], shoonya_2s1FVNA5EIOVG8, 5713389]
[paragraph, [39.0, 1401.0, 739.0, 36.0], shoonya_2s1FVNA5EIOVG8, 5713389]
[paragraph, [787.0, 1410.0, 701.0, 36.0], shoonya_8sPWA041TI6QVA, 5713389]
[paragraph, [787.0, 1446.0, 701.0, 36.0], shoonya_8sPWA041TI6QVA, 5713389]
[paragraph, [787.0, 1482.0, 701.0, 36.0], shoonya_8sPWA041TI6QVA, 5713389]
[paragraph, [787.0, 1518.0, 701.0, 36.0], shoonya_8sPWA041TI6QVA, 5713389]
[paragraph, [787.0, 1554.0, 701.0, 36.0], shoonya_8sPWA041TI6QVA, 5713389]
[paragraph, [787.0, 1590.0, 701.0, 36.0], shoonya_8sPWA041TI6QVA, 5713389]
[paragraph, [787.0, 1626.0, 701.0, 36.0], shoonya_8sPWA041TI6QVA, 5713389]
[paragraph, [787.0, 1662.0, 701.0, 36.0], shoonya_8sPWA041TI6QVA, 5713389]
[paragraph, [43.0, 1498.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1534.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1570.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1606.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1642.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1678.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1714.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1750.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1786.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1822.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1858.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1894.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1930.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [43.0, 1966.0, 730.0, 36.0], shoonya_4sB24Y0V1Y36I4, 5713389]
[paragraph, [778.0, 1715.0, 712.0, 36.0], shoonya_9s0Q8XW72F4A6U, 5713389]
[paragraph, [778.0, 1751.0, 712.0, 36.0], shoonya_9s0Q8XW72F4A6U, 5713389]
[paragraph, [778.0, 1787.0, 712.0, 36.0], shoonya_9s0Q8XW72F4A6U, 5713389]
[paragraph, [777.0, 1828.0, 720.0, 36.0], shoonya_10sBY3DDLH2BFJ, 5713389]
[paragraph, [777.0, 1864.0, 720.0, 36.0], shoonya_10sBY3DDLH2BFJ, 5713389]
[paragraph, [777.0, 1900.0, 720.0, 36.0], shoonya_10sBY3DDLH2BFJ, 5713389]
[author, [1182.0, 1965.0, 314.0, 36.0], jRlIZ3R8MA, 5713389]
