[752, 553]
[paragraph, [350.0, 59.0, 150.0, 18.0], shoonya_10sIKVCNVOPMRS, 5712857]
[paragraph, [348.0, 264.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 282.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 300.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 318.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 336.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 354.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 372.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 390.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 408.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 426.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [348.0, 444.0, 148.0, 18.0], shoonya_7s1TEU3FJ23K1Y, 5712857]
[paragraph, [50.0, 309.0, 140.0, 18.0], shoonya_4s0YTPVELGXZY4, 5712857]
[paragraph, [50.0, 327.0, 140.0, 18.0], shoonya_4s0YTPVELGXZY4, 5712857]
[paragraph, [50.0, 345.0, 140.0, 18.0], shoonya_4s0YTPVELGXZY4, 5712857]
[paragraph, [50.0, 363.0, 140.0, 18.0], shoonya_4s0YTPVELGXZY4, 5712857]
[paragraph, [50.0, 381.0, 140.0, 18.0], shoonya_4s0YTPVELGXZY4, 5712857]
[paragraph, [50.0, 399.0, 140.0, 18.0], shoonya_4s0YTPVELGXZY4, 5712857]
[paragraph, [50.0, 417.0, 140.0, 18.0], shoonya_4s0YTPVELGXZY4, 5712857]
[paragraph, [204.0, 434.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 452.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 470.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 488.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 506.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 524.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 542.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 560.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 578.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 596.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [204.0, 614.0, 142.0, 18.0], shoonya_1sW6N2Q0TI10NS, 5712857]
[paragraph, [50.0, 468.0, 145.0, 18.0], shoonya_0sL7AUHUZPW9BZ, 5712857]
[paragraph, [50.0, 486.0, 145.0, 18.0], shoonya_0sL7AUHUZPW9BZ, 5712857]
[paragraph, [50.0, 504.0, 145.0, 18.0], shoonya_0sL7AUHUZPW9BZ, 5712857]
[paragraph, [50.0, 522.0, 145.0, 18.0], shoonya_0sL7AUHUZPW9BZ, 5712857]
[paragraph, [50.0, 540.0, 145.0, 18.0], shoonya_0sL7AUHUZPW9BZ, 5712857]
[paragraph, [350.0, 468.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 486.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 504.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 522.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 540.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 558.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 576.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 594.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 612.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 630.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [350.0, 648.0, 150.0, 18.0], shoonya_6s2X79JT1NTBOU, 5712857]
[paragraph, [47.0, 570.0, 152.0, 18.0], shoonya_9s9D8KDE7U46JC, 5712857]
[paragraph, [47.0, 588.0, 152.0, 18.0], shoonya_9s9D8KDE7U46JC, 5712857]
[paragraph, [47.0, 606.0, 152.0, 18.0], shoonya_9s9D8KDE7U46JC, 5712857]
[paragraph, [47.0, 624.0, 152.0, 18.0], shoonya_9s9D8KDE7U46JC, 5712857]
[paragraph, [47.0, 642.0, 152.0, 18.0], shoonya_9s9D8KDE7U46JC, 5712857]
[paragraph, [47.0, 660.0, 152.0, 18.0], shoonya_9s9D8KDE7U46JC, 5712857]
[paragraph, [204.0, 650.0, 140.0, 18.0], shoonya_11sVEJNYJBMH3K, 5712857]
[folio, [433.0, 694.0, 67.0, 18.0], LP0yAI0FnT, 5712857]
