[2241, 1652]
[flag, [628.0, 75.0, 343.0, 36.0], shoonya_4sX4FK33OVMTNX, 5653745]
[paragraph, [814.0, 1381.0, 726.0, 36.0], shoonya_0s2DU9LQA613RA, 5653745]
[paragraph, [814.0, 1417.0, 726.0, 36.0], shoonya_0s2DU9LQA613RA, 5653745]
[paragraph, [814.0, 1453.0, 726.0, 36.0], shoonya_0s2DU9LQA613RA, 5653745]
[paragraph, [814.0, 1489.0, 726.0, 36.0], shoonya_0s2DU9LQA613RA, 5653745]
[paragraph, [814.0, 1525.0, 726.0, 36.0], shoonya_0s2DU9LQA613RA, 5653745]
[paragraph, [814.0, 1561.0, 726.0, 36.0], shoonya_0s2DU9LQA613RA, 5653745]
[paragraph, [814.0, 1597.0, 726.0, 36.0], shoonya_0s2DU9LQA613RA, 5653745]
[paragraph, [53.0, 921.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [53.0, 957.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [53.0, 993.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [53.0, 1029.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [53.0, 1065.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [53.0, 1101.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [53.0, 1137.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [53.0, 1173.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [53.0, 1209.0, 730.0, 36.0], shoonya_2sPURRW717LXDP, 5653745]
[paragraph, [51.0, 1246.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1282.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1318.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1354.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1390.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1426.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1462.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1498.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1534.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1570.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1606.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1642.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1678.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1714.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1750.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1786.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1822.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1858.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1894.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1930.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 1966.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [51.0, 2002.0, 746.0, 36.0], Vx84EAl9xD, 5653745]
[paragraph, [821.0, 1646.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1682.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1718.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1754.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1790.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1826.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1862.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1898.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1934.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 1970.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 2006.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [821.0, 2042.0, 738.0, 36.0], shoonya_1sAFP550SDGEO5, 5653745]
[paragraph, [126.0, 2062.0, 659.0, 36.0], shoonya_5s85JM8080NQXW, 5653745]
[folio, [483.0, 2130.0, 690.0, 36.0], shoonya_11sD18ORGOKN1S, 5653745]
[folio, [483.0, 2166.0, 690.0, 36.0], shoonya_11sD18ORGOKN1S, 5653745]
