[1806, 1262]
[folio, [164.0, 97.0, 513.0, 36.0], shoonya_0s1FVCVKKFZGS1, 5680515]
[paragraph, [94.0, 1191.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1227.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1263.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1299.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1335.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1371.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1407.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1443.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1479.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1515.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [94.0, 1551.0, 511.0, 36.0], shoonya_4sQVNQMB9U5Y5H, 5680515]
[paragraph, [657.0, 801.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 837.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 873.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 909.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 945.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 981.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1017.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1053.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1089.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1125.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1161.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1197.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1233.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1269.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1305.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1341.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1377.0, 501.0, 36.0], gjEUl3leGO, 5680515]
[paragraph, [657.0, 1451.0, 506.0, 36.0], NN2isY_G-1, 5680515]
[paragraph, [657.0, 1487.0, 506.0, 36.0], NN2isY_G-1, 5680515]
[paragraph, [657.0, 1523.0, 506.0, 36.0], NN2isY_G-1, 5680515]
[paragraph, [657.0, 1559.0, 506.0, 36.0], NN2isY_G-1, 5680515]
[paragraph, [657.0, 1595.0, 506.0, 36.0], NN2isY_G-1, 5680515]
[paragraph, [657.0, 1631.0, 506.0, 36.0], NN2isY_G-1, 5680515]
[paragraph, [657.0, 1667.0, 506.0, 36.0], NN2isY_G-1, 5680515]
[paragraph, [134.0, 1623.0, 326.0, 36.0], shoonya_5sUKARBFWFHEMM, 5680515]
[paragraph, [134.0, 1659.0, 326.0, 36.0], shoonya_5sUKARBFWFHEMM, 5680515]
