[1320, 1176]
[folio, [941.0, 45.0, 163.0, 18.0], 3vq5gh6rMS, 5694268]
[paragraph, [428.0, 415.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [428.0, 433.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [428.0, 451.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [428.0, 469.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [428.0, 487.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [428.0, 505.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [428.0, 523.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [428.0, 541.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [428.0, 559.0, 310.0, 18.0], gG8WjlK4Pz, 5694268]
[paragraph, [765.0, 496.0, 333.0, 18.0], 2j2rjYv-1e, 5694268]
[paragraph, [765.0, 514.0, 333.0, 18.0], 2j2rjYv-1e, 5694268]
[paragraph, [765.0, 532.0, 333.0, 18.0], 2j2rjYv-1e, 5694268]
[paragraph, [765.0, 550.0, 333.0, 18.0], 2j2rjYv-1e, 5694268]
[paragraph, [761.0, 585.0, 331.0, 18.0], WsPnCmpo3s, 5694268]
[paragraph, [761.0, 603.0, 331.0, 18.0], WsPnCmpo3s, 5694268]
[paragraph, [421.0, 613.0, 326.0, 18.0], _ezo3P4zNn, 5694268]
[paragraph, [421.0, 631.0, 326.0, 18.0], _ezo3P4zNn, 5694268]
[paragraph, [755.0, 641.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 659.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 677.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 695.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 713.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 731.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 749.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 767.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 785.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [755.0, 803.0, 323.0, 18.0], 2_RtgZBF7Q, 5694268]
[paragraph, [419.0, 663.0, 336.0, 18.0], NhmZ4P5nnt, 5694268]
[paragraph, [419.0, 681.0, 336.0, 18.0], NhmZ4P5nnt, 5694268]
[paragraph, [419.0, 699.0, 336.0, 18.0], NhmZ4P5nnt, 5694268]
[paragraph, [410.0, 719.0, 340.0, 18.0], UXu1cV4UmR, 5694268]
[paragraph, [410.0, 737.0, 340.0, 18.0], UXu1cV4UmR, 5694268]
[paragraph, [417.0, 775.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [417.0, 793.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [417.0, 811.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [417.0, 829.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [417.0, 847.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [417.0, 865.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [417.0, 883.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [417.0, 901.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [417.0, 919.0, 333.0, 18.0], 8PTJNWHw_u, 5694268]
[paragraph, [69.0, 789.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 807.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 825.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 843.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 861.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 879.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 897.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 915.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 933.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 951.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 969.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 987.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 1005.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [69.0, 1023.0, 335.0, 18.0], KLcFEvjPeY, 5694268]
[paragraph, [754.0, 835.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 853.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 871.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 889.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 907.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 925.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 943.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 961.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 979.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 997.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 1015.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 1033.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 1051.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 1069.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [754.0, 1087.0, 333.0, 18.0], hLr0ghmYjG, 5694268]
[paragraph, [408.0, 942.0, 347.0, 18.0], yymbwafy9m, 5694268]
[paragraph, [408.0, 960.0, 347.0, 18.0], yymbwafy9m, 5694268]
[paragraph, [408.0, 978.0, 347.0, 18.0], yymbwafy9m, 5694268]
[paragraph, [408.0, 996.0, 347.0, 18.0], yymbwafy9m, 5694268]
[paragraph, [408.0, 1014.0, 347.0, 18.0], yymbwafy9m, 5694268]
[paragraph, [408.0, 1032.0, 347.0, 18.0], yymbwafy9m, 5694268]
[paragraph, [408.0, 1050.0, 347.0, 18.0], yymbwafy9m, 5694268]
[paragraph, [66.0, 1053.0, 337.0, 18.0], NTS8cpYd4x, 5694268]
[paragraph, [66.0, 1071.0, 337.0, 18.0], NTS8cpYd4x, 5694268]
[paragraph, [66.0, 1089.0, 337.0, 18.0], NTS8cpYd4x, 5694268]
[paragraph, [66.0, 1107.0, 337.0, 18.0], NTS8cpYd4x, 5694268]
[paragraph, [66.0, 1125.0, 337.0, 18.0], NTS8cpYd4x, 5694268]
[paragraph, [66.0, 1143.0, 337.0, 18.0], NTS8cpYd4x, 5694268]
[paragraph, [410.0, 1075.0, 337.0, 18.0], _ZIqgiDcYa, 5694268]
[paragraph, [410.0, 1093.0, 337.0, 18.0], _ZIqgiDcYa, 5694268]
[paragraph, [410.0, 1111.0, 337.0, 18.0], _ZIqgiDcYa, 5694268]
[paragraph, [753.0, 1113.0, 327.0, 18.0], shoonya_0sG9EA5WBO19GK, 5694268]
[paragraph, [753.0, 1131.0, 327.0, 18.0], shoonya_0sG9EA5WBO19GK, 5694268]
[paragraph, [753.0, 1149.0, 327.0, 18.0], shoonya_0sG9EA5WBO19GK, 5694268]
[paragraph, [753.0, 1167.0, 327.0, 18.0], shoonya_0sG9EA5WBO19GK, 5694268]
[paragraph, [753.0, 1185.0, 327.0, 18.0], shoonya_0sG9EA5WBO19GK, 5694268]
[paragraph, [753.0, 1203.0, 327.0, 18.0], shoonya_0sG9EA5WBO19GK, 5694268]
[paragraph, [753.0, 1221.0, 327.0, 18.0], shoonya_0sG9EA5WBO19GK, 5694268]
[paragraph, [418.0, 1142.0, 326.0, 18.0], vUtMs7mS7F, 5694268]
[paragraph, [418.0, 1160.0, 326.0, 18.0], vUtMs7mS7F, 5694268]
[paragraph, [57.0, 1159.0, 338.0, 18.0], -pXkJwi1Dx, 5694268]
[paragraph, [57.0, 1177.0, 338.0, 18.0], -pXkJwi1Dx, 5694268]
[paragraph, [57.0, 1195.0, 338.0, 18.0], -pXkJwi1Dx, 5694268]
[paragraph, [57.0, 1213.0, 338.0, 18.0], -pXkJwi1Dx, 5694268]
[paragraph, [57.0, 1231.0, 338.0, 18.0], -pXkJwi1Dx, 5694268]
[paragraph, [401.0, 1198.0, 355.0, 18.0], DB2nBn-5QN, 5694268]
[paragraph, [401.0, 1216.0, 355.0, 18.0], DB2nBn-5QN, 5694268]
[paragraph, [401.0, 1234.0, 355.0, 18.0], DB2nBn-5QN, 5694268]
