[1275, 750]
[folio, [224.0, 79.0, 292.0, 18.0], gqgGDGQAVp, 5767674]
[ordered-list, [76.0, 749.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 767.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 785.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 803.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 821.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 839.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 857.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 875.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 893.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 911.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 929.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 947.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 965.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 983.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1001.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1019.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1037.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1055.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1073.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1091.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1109.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1127.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1145.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1163.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1181.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[ordered-list, [76.0, 1199.0, 629.0, 18.0], shoonya_3sSSQHAOJB7HZX, 5767674]
[sub-ordered-list, [91.0, 731.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 749.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 767.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 785.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 803.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 821.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 839.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 857.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 875.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 893.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 911.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 929.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 947.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 965.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 983.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1001.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1019.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1037.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1055.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1073.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1091.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1109.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1127.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1145.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
[sub-ordered-list, [91.0, 1163.0, 599.0, 18.0], shoonya_2sMF5UBH470C91, 5767674]
