[1823, 1375]
[folio, [621.0, 97.0, 119.0, 36.0], shoonya_1sIP8G0UH8O0DY, 5683793]
[paragraph, [98.0, 277.0, 586.0, 36.0], shoonya_4sWDUXMZ0WT3G3, 5683793]
[paragraph, [98.0, 313.0, 586.0, 36.0], shoonya_4sWDUXMZ0WT3G3, 5683793]
[paragraph, [98.0, 349.0, 586.0, 36.0], shoonya_4sWDUXMZ0WT3G3, 5683793]
[paragraph, [98.0, 385.0, 586.0, 36.0], shoonya_4sWDUXMZ0WT3G3, 5683793]
[paragraph, [98.0, 421.0, 586.0, 36.0], shoonya_4sWDUXMZ0WT3G3, 5683793]
[paragraph, [98.0, 457.0, 586.0, 36.0], shoonya_4sWDUXMZ0WT3G3, 5683793]
[paragraph, [104.0, 505.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 541.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 577.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 613.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 649.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 685.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 721.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 757.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 793.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 829.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 865.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 901.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 937.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 973.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 1009.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 1045.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 1081.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[paragraph, [104.0, 1117.0, 579.0, 36.0], a9Uk8pkCIS, 5683793]
[author, [971.0, 1084.0, 309.0, 36.0], Lomky8O1ea, 5683793]
[author, [971.0, 1120.0, 309.0, 36.0], Lomky8O1ea, 5683793]
[section-title, [476.0, 1266.0, 443.0, 49.5], piEgogPF0R, 5683793]
[paragraph, [103.0, 1379.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [103.0, 1415.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [103.0, 1451.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [103.0, 1487.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [103.0, 1523.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [103.0, 1559.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [103.0, 1595.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [103.0, 1631.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [103.0, 1667.0, 596.0, 36.0], ySIn9WfT4u, 5683793]
[paragraph, [704.0, 1384.0, 591.0, 36.0], ubWXjURRx_, 5683793]
[paragraph, [704.0, 1420.0, 591.0, 36.0], ubWXjURRx_, 5683793]
[paragraph, [704.0, 1456.0, 591.0, 36.0], ubWXjURRx_, 5683793]
[paragraph, [706.0, 1520.0, 579.0, 36.0], Pae_AbJpDo, 5683793]
[paragraph, [706.0, 1556.0, 579.0, 36.0], Pae_AbJpDo, 5683793]
[paragraph, [706.0, 1592.0, 579.0, 36.0], Pae_AbJpDo, 5683793]
[paragraph, [706.0, 1628.0, 579.0, 36.0], Pae_AbJpDo, 5683793]
[paragraph, [706.0, 1664.0, 579.0, 36.0], Pae_AbJpDo, 5683793]
