[1700, 2200]
[section-title, [655.0, 121.0, 885.0, 49.5], shoonya_3sDWC7TR8HQ4YS, 5656951]
[answer, [19.0, 668.0, 384.0, 36.0], mbAoz1xVVi, 5656951]
[section-title, [1082.0, 571.0, 315.0, 49.5], 1p2I0rdtK5, 5656951]
[section-title, [1082.0, 620.5, 315.0, 49.5], 1p2I0rdtK5, 5656951]
[answer, [755.0, 672.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 708.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 744.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 780.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 816.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 852.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 888.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 924.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 960.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 996.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[answer, [755.0, 1032.0, 315.0, 36.0], R9Y6NsGoGE, 5656951]
[unordered-list, [1093.0, 703.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 739.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 775.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 811.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 847.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 883.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 919.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 955.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 991.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1027.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1063.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1099.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1135.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1171.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1207.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1243.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1279.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1315.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1351.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1387.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1423.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[unordered-list, [1093.0, 1459.0, 346.0, 36.0], N1eFyhOhkG, 5656951]
[answer, [24.0, 815.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 851.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 887.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 923.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 959.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 995.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 1031.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 1067.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 1103.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 1139.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [24.0, 1175.0, 376.0, 36.0], 4UYFrj_0cY, 5656951]
[answer, [408.0, 1010.0, 319.0, 36.0], shoonya_1s4DISVYWRDZ01, 5656951]
[answer, [408.0, 1046.0, 319.0, 36.0], shoonya_1s4DISVYWRDZ01, 5656951]
[answer, [408.0, 1082.0, 319.0, 36.0], shoonya_1s4DISVYWRDZ01, 5656951]
[answer, [408.0, 1118.0, 319.0, 36.0], shoonya_1s4DISVYWRDZ01, 5656951]
[answer, [408.0, 1154.0, 319.0, 36.0], shoonya_1s4DISVYWRDZ01, 5656951]
[answer, [408.0, 1190.0, 319.0, 36.0], shoonya_1s4DISVYWRDZ01, 5656951]
[section-title, [1477.0, 1032.0, 648.0, 49.5], 1JfKCsWacZ, 5656951]
[section-title, [1477.0, 1081.5, 648.0, 49.5], 1JfKCsWacZ, 5656951]
[answer, [747.0, 1167.0, 296.0, 36.0], rQzuw0r0J9, 5656951]
[website-link, [1667.0, 1167.0, 266.0, 18.0], SQK7kU7PVQ, 5656951]
[website-link, [1667.0, 1185.0, 266.0, 18.0], SQK7kU7PVQ, 5656951]
[website-link, [1488.0, 1227.0, 631.0, 18.0], 9R3DbrxmRW, 5656951]
[website-link, [1488.0, 1245.0, 631.0, 18.0], 9R3DbrxmRW, 5656951]
[website-link, [1535.0, 1274.0, 535.0, 18.0], nV5zIWVHyq, 5656951]
[website-link, [1535.0, 1292.0, 535.0, 18.0], nV5zIWVHyq, 5656951]
[website-link, [1535.0, 1310.0, 535.0, 18.0], nV5zIWVHyq, 5656951]
[website-link, [1535.0, 1328.0, 535.0, 18.0], nV5zIWVHyq, 5656951]
[figure-caption, [488.0, 1290.0, 582.0, 36.0], DwcsoG5TL-, 5656951]
[figure-caption, [488.0, 1326.0, 582.0, 36.0], DwcsoG5TL-, 5656951]
[figure-caption, [488.0, 1362.0, 582.0, 36.0], DwcsoG5TL-, 5656951]
[website-link, [1466.0, 1364.0, 659.0, 18.0], pM-ijyd-cZ, 5656951]
[website-link, [1466.0, 1382.0, 659.0, 18.0], pM-ijyd-cZ, 5656951]
[website-link, [1466.0, 1400.0, 659.0, 18.0], pM-ijyd-cZ, 5656951]
[website-link, [1466.0, 1418.0, 659.0, 18.0], pM-ijyd-cZ, 5656951]
[author, [480.0, 1455.0, 472.0, 36.0], RBjYPjXdh6, 5656951]
