[1263, 825]
[paragraph, [29.0, 32.0, 773.0, 18.0], shoonya_1s6BALOLQJ4DI7, 5751307]
[paragraph, [29.0, 928.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 946.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 964.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 982.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1000.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1018.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1036.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1054.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1072.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1090.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1108.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1126.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1144.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1162.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
[paragraph, [29.0, 1180.0, 771.0, 18.0], shoonya_0sFFJUW3L0UW11, 5751307]
