[1518, 1075]
[paragraph, [90.0, 172.0, 429.0, 36.0], shoonya_9s9TM9YD25IFI2, 5722231]
[paragraph, [90.0, 976.0, 432.0, 36.0], shoonya_4sR9JMEUO1MZ02, 5722231]
[paragraph, [90.0, 1012.0, 432.0, 36.0], shoonya_4sR9JMEUO1MZ02, 5722231]
[paragraph, [90.0, 1048.0, 432.0, 36.0], shoonya_4sR9JMEUO1MZ02, 5722231]
[paragraph, [90.0, 1084.0, 432.0, 36.0], shoonya_4sR9JMEUO1MZ02, 5722231]
[paragraph, [90.0, 1120.0, 432.0, 36.0], shoonya_4sR9JMEUO1MZ02, 5722231]
[paragraph, [90.0, 1156.0, 432.0, 36.0], shoonya_4sR9JMEUO1MZ02, 5722231]
[paragraph, [90.0, 1192.0, 432.0, 36.0], shoonya_4sR9JMEUO1MZ02, 5722231]
[paragraph, [90.0, 1228.0, 432.0, 36.0], shoonya_4sR9JMEUO1MZ02, 5722231]
[paragraph, [534.0, 901.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 937.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 973.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1009.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1045.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1081.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1117.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1153.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1189.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1225.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1261.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [534.0, 1297.0, 428.0, 36.0], shoonya_0sHT7FBHFQZ3LM, 5722231]
[paragraph, [87.0, 1276.0, 436.0, 36.0], 7qmzPwILi5, 5722231]
[folio, [205.0, 1334.0, 638.0, 36.0], s7e0N68Akj, 5722231]
[folio, [656.0, 1372.0, 209.0, 36.0], shoonya_8sUCUCTA60PXEO, 5722231]
