[1336, 843]
[paragraph, [36.0, 31.0, 760.0, 18.0], nfMwCWdtuP, 5660755]
[paragraph, [20.0, 868.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 886.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 904.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 922.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 940.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 958.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 976.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 994.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1012.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1030.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1048.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1066.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1084.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1102.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1120.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1138.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1156.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[paragraph, [20.0, 1174.0, 783.0, 18.0], gzRMAkSFhL, 5660755]
[folio, [558.0, 1214.0, 236.0, 18.0], shoonya_0sT70P12MCZ3KX, 5660755]
[footnote, [4.0, 1251.0, 831.0, 18.0], j7YPEVtLT_, 5660755]
[footnote, [4.0, 1269.0, 831.0, 18.0], j7YPEVtLT_, 5660755]
[website-link, [152.0, 1290.0, 227.0, 18.0], YvUQGYbvTh, 5660755]
[website-link, [481.0, 1290.0, 208.0, 18.0], cb_H3tdNpT, 5660755]
