[1275, 750]
[section-title, [261.0, 87.0, 218.0, 30.0], shoonya_2sSHUVGUEPOCNU, 5767429]
[ordered-list, [67.0, 832.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 850.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 868.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 886.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 904.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 922.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 940.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 958.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 976.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 994.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1012.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1030.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1048.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1066.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1084.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1102.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1120.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1138.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 1156.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
