[2339, 1654]
[folio, [140.0, 80.0, 202.0, 36.0], dBQE0sbAKO, 5750567]
[paragraph, [145.0, 1291.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1327.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1363.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1399.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1435.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1471.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1507.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1543.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1579.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1615.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1651.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1687.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1723.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [145.0, 1759.0, 1470.0, 36.0], shoonya_0sHQIV1X0W81CK, 5750567]
[paragraph, [301.0, 1826.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 1862.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 1898.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 1934.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 1970.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 2006.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 2042.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 2078.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 2114.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 2150.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 2186.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
[paragraph, [301.0, 2222.0, 1163.0, 36.0], shoonya_2s1M6USPX7M2R9, 5750567]
