[1725, 1275]
[folio, [72.0, 68.0, 328.0, 36.0], shoonya_7sJCWQGBHOKH7X, 5712957]
[paragraph, [49.0, 864.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 900.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 936.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 972.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 1008.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 1044.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 1080.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 1116.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 1152.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 1188.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 1224.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [49.0, 1260.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
[paragraph, [633.0, 912.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [633.0, 948.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [633.0, 984.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [633.0, 1020.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [633.0, 1056.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [633.0, 1092.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [633.0, 1128.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [633.0, 1164.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [633.0, 1200.0, 582.0, 36.0], XexoBwLBPf, 5712957]
[paragraph, [637.0, 1260.0, 575.0, 36.0], shoonya_1sHQODO8VOV16D, 5712957]
[paragraph, [637.0, 1296.0, 575.0, 36.0], shoonya_1sHQODO8VOV16D, 5712957]
[paragraph, [637.0, 1332.0, 575.0, 36.0], shoonya_1sHQODO8VOV16D, 5712957]
[paragraph, [637.0, 1368.0, 575.0, 36.0], shoonya_1sHQODO8VOV16D, 5712957]
[paragraph, [637.0, 1404.0, 575.0, 36.0], shoonya_1sHQODO8VOV16D, 5712957]
[paragraph, [637.0, 1440.0, 575.0, 36.0], shoonya_1sHQODO8VOV16D, 5712957]
[paragraph, [637.0, 1476.0, 575.0, 36.0], shoonya_1sHQODO8VOV16D, 5712957]
[paragraph, [51.0, 1317.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[paragraph, [51.0, 1353.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[paragraph, [51.0, 1389.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[paragraph, [51.0, 1425.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[paragraph, [51.0, 1461.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[paragraph, [51.0, 1497.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[paragraph, [51.0, 1533.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[paragraph, [51.0, 1569.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[paragraph, [51.0, 1605.0, 580.0, 36.0], shoonya_3sHREHOGQORQJV, 5712957]
[footnote, [658.0, 1517.0, 544.0, 36.0], shoonya_5sONG3WILPPGGC, 5712957]
[footnote, [658.0, 1553.0, 544.0, 36.0], shoonya_5sONG3WILPPGGC, 5712957]
[footnote, [658.0, 1589.0, 544.0, 36.0], shoonya_5sONG3WILPPGGC, 5712957]
