[1447, 1063]
[folio, [425.0, 51.0, 209.0, 18.0], ovw6ZYuymb, 5762628]
[paragraph, [536.0, 596.0, 418.0, 18.0], shoonya_0sS9EEM0V1I541, 5762628]
[paragraph, [536.0, 614.0, 418.0, 18.0], shoonya_0sS9EEM0V1I541, 5762628]
[paragraph, [536.0, 632.0, 418.0, 18.0], shoonya_0sS9EEM0V1I541, 5762628]
[paragraph, [536.0, 650.0, 418.0, 18.0], shoonya_0sS9EEM0V1I541, 5762628]
[paragraph, [107.0, 560.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 578.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 596.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 614.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 632.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 650.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 668.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 686.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 704.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 722.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 740.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 758.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 776.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 794.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [107.0, 812.0, 416.0, 18.0], shoonya_2sTZ4AK8X8FCEA, 5762628]
[paragraph, [536.0, 699.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 717.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 735.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 753.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 771.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 789.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 807.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 825.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 843.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 861.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 879.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 897.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 915.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 933.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 951.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [536.0, 969.0, 417.0, 18.0], shoonya_5sH2VIO09E66KS, 5762628]
[paragraph, [109.0, 867.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 885.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 903.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 921.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 939.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 957.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 975.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 993.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1011.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1029.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1047.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1065.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1083.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1101.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1119.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1137.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1155.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1173.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1191.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1209.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1227.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1245.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
[paragraph, [109.0, 1263.0, 415.0, 18.0], shoonya_1s36G0UC7N4ZKF, 5762628]
