[6000, 4167]
[chapter-title, [1326.0, 888.0, 1569.0, 165.0], shoonya_3s54P7Q7LM8S3I, 5721685]
[paragraph, [564.0, 4848.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4901.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4953.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 5006.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 5058.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 5111.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 5163.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 5216.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 5268.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 5321.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
