[1823, 1375]
[folio, [623.0, 93.0, 115.0, 36.0], shoonya_3sAJQB0B40IWXT, 5684248]
[paragraph, [96.0, 930.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 966.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1002.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1038.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1074.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1110.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1146.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1182.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1218.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1254.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1290.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1326.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1362.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1398.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1434.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1470.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1506.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1542.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1578.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1614.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1650.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [96.0, 1686.0, 578.0, 36.0], shoonya_1sFFBJNHYJC1ZB, 5684248]
[paragraph, [697.0, 381.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 417.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 453.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 489.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 525.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 561.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 597.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 633.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 669.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 705.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 741.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 777.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 813.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 849.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 885.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 921.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 957.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 993.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1029.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1065.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1101.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1137.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1173.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1209.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1245.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1281.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1317.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1353.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1389.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1425.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1461.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1497.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1533.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1569.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1605.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1641.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
[paragraph, [697.0, 1677.0, 581.0, 36.0], shoonya_0sYUQBGRX8IBM9, 5684248]
