[1337, 839]
[folio, [87.0, 73.0, 95.0, 18.0], Cd5m9uyvBP, 5770189]
[paragraph, [77.0, 592.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 610.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 628.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 646.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 664.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 682.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 700.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 718.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 736.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 754.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 772.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 790.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[paragraph, [77.0, 808.0, 342.0, 18.0], _sa8BbmN0m, 5770189]
[headline, [423.0, 682.0, 147.0, 25.5], MRJJDfVHJu, 5770189]
[paragraph, [424.0, 721.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [424.0, 739.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [424.0, 757.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [424.0, 775.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [424.0, 793.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [424.0, 811.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [424.0, 829.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [424.0, 847.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [424.0, 865.0, 336.0, 18.0], MeEXhwnOrJ, 5770189]
[paragraph, [78.0, 827.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 845.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 863.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 881.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 899.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 917.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 935.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 953.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 971.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 989.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 1007.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 1025.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 1043.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [78.0, 1061.0, 341.0, 18.0], -vPhSbywcX, 5770189]
[paragraph, [422.0, 876.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 894.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 912.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 930.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 948.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 966.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 984.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1002.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1020.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1038.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1056.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1074.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1092.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1110.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1128.0, 336.0, 18.0], tcvayMAscn, 5770189]
[paragraph, [422.0, 1146.0, 336.0, 18.0], tcvayMAscn, 5770189]
[headline, [76.0, 1087.0, 95.0, 25.5], 8z4AEBU1Ap, 5770189]
[paragraph, [77.0, 1121.0, 338.0, 18.0], Gda4pIJtCt, 5770189]
[paragraph, [77.0, 1139.0, 338.0, 18.0], Gda4pIJtCt, 5770189]
[paragraph, [77.0, 1157.0, 338.0, 18.0], Gda4pIJtCt, 5770189]
[footnote, [110.0, 1184.0, 634.0, 18.0], shoonya_0sVKEOGLU9THNX, 5770189]
[footnote, [110.0, 1202.0, 634.0, 18.0], shoonya_0sVKEOGLU9THNX, 5770189]
[footnote, [110.0, 1220.0, 634.0, 18.0], shoonya_0sVKEOGLU9THNX, 5770189]
