[872, 605]
[folio, [43.0, 39.0, 75.0, 18.0], P6jqljAIKD, 6456831]
[paragraph, [301.0, 432.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 450.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 468.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 486.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 504.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 522.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 540.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 558.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 576.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 594.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 612.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 630.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [301.0, 648.0, 262.0, 18.0], CdLhKZHmxB, 6456831]
[paragraph, [37.0, 288.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 306.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 324.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 342.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 360.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 378.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 396.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 414.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 432.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 450.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 468.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 486.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 504.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 522.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 540.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 558.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 576.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [37.0, 594.0, 259.0, 18.0], n_FjL5EKJQ, 6456831]
[paragraph, [36.0, 630.0, 260.0, 18.0], RcoQ5LVO24, 6456831]
[paragraph, [36.0, 648.0, 260.0, 18.0], RcoQ5LVO24, 6456831]
[paragraph, [36.0, 666.0, 260.0, 18.0], RcoQ5LVO24, 6456831]
[paragraph, [36.0, 684.0, 260.0, 18.0], RcoQ5LVO24, 6456831]
[paragraph, [36.0, 702.0, 260.0, 18.0], RcoQ5LVO24, 6456831]
[paragraph, [36.0, 720.0, 260.0, 18.0], RcoQ5LVO24, 6456831]
[reference, [304.0, 688.0, 258.0, 18.0], uzjIMiIfUr, 6456831]
[reference, [304.0, 706.0, 258.0, 18.0], uzjIMiIfUr, 6456831]
[reference, [304.0, 724.0, 258.0, 18.0], uzjIMiIfUr, 6456831]
[reference, [304.0, 742.0, 258.0, 18.0], uzjIMiIfUr, 6456831]
[reference, [304.0, 760.0, 258.0, 18.0], uzjIMiIfUr, 6456831]
[reference, [304.0, 778.0, 258.0, 18.0], uzjIMiIfUr, 6456831]
[reference, [304.0, 796.0, 258.0, 18.0], uzjIMiIfUr, 6456831]
[reference, [41.0, 753.0, 255.0, 18.0], YZ1w314TlN, 6456831]
[reference, [41.0, 771.0, 255.0, 18.0], YZ1w314TlN, 6456831]
[reference, [41.0, 789.0, 255.0, 18.0], YZ1w314TlN, 6456831]
[reference, [41.0, 807.0, 255.0, 18.0], YZ1w314TlN, 6456831]
