[1625, 1211]
[headline, [257.0, 80.0, 731.0, 37.5], Chxby9_XET, 5742735]
[paragraph, [783.0, 352.0, 342.0, 36.0], shoonya_0sK98P3V7ZKL82, 5742735]
[paragraph, [783.0, 388.0, 342.0, 36.0], shoonya_0sK98P3V7ZKL82, 5742735]
[paragraph, [783.0, 424.0, 342.0, 36.0], shoonya_0sK98P3V7ZKL82, 5742735]
[paragraph, [783.0, 460.0, 342.0, 36.0], shoonya_0sK98P3V7ZKL82, 5742735]
[paragraph, [783.0, 496.0, 342.0, 36.0], shoonya_0sK98P3V7ZKL82, 5742735]
[paragraph, [78.0, 419.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 455.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 491.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 527.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 563.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 599.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 635.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 671.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 707.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 743.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [78.0, 779.0, 339.0, 36.0], b2v_HKgyXd, 5742735]
[paragraph, [788.0, 549.0, 336.0, 36.0], shoonya_4sM8H5PMIIG6BW, 5742735]
[paragraph, [788.0, 585.0, 336.0, 36.0], shoonya_4sM8H5PMIIG6BW, 5742735]
[paragraph, [788.0, 621.0, 336.0, 36.0], shoonya_4sM8H5PMIIG6BW, 5742735]
[paragraph, [788.0, 657.0, 336.0, 36.0], shoonya_4sM8H5PMIIG6BW, 5742735]
[paragraph, [788.0, 693.0, 336.0, 36.0], shoonya_4sM8H5PMIIG6BW, 5742735]
[paragraph, [788.0, 729.0, 336.0, 36.0], shoonya_4sM8H5PMIIG6BW, 5742735]
[paragraph, [788.0, 765.0, 336.0, 36.0], shoonya_4sM8H5PMIIG6BW, 5742735]
[paragraph, [78.0, 825.0, 349.0, 36.0], shoonya_5s0QBSG6UU82P0, 5742735]
[paragraph, [78.0, 861.0, 349.0, 36.0], shoonya_5s0QBSG6UU82P0, 5742735]
[paragraph, [78.0, 897.0, 349.0, 36.0], shoonya_5s0QBSG6UU82P0, 5742735]
[paragraph, [78.0, 933.0, 349.0, 36.0], shoonya_5s0QBSG6UU82P0, 5742735]
[paragraph, [78.0, 969.0, 349.0, 36.0], shoonya_5s0QBSG6UU82P0, 5742735]
[paragraph, [784.0, 840.0, 338.0, 36.0], shoonya_3sZ6T3XTPPZIR3, 5742735]
[paragraph, [784.0, 876.0, 338.0, 36.0], shoonya_3sZ6T3XTPPZIR3, 5742735]
[paragraph, [784.0, 912.0, 338.0, 36.0], shoonya_3sZ6T3XTPPZIR3, 5742735]
[paragraph, [784.0, 948.0, 338.0, 36.0], shoonya_3sZ6T3XTPPZIR3, 5742735]
[paragraph, [78.0, 1017.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1053.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1089.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1125.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1161.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1197.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1233.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1269.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1305.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1341.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1377.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1413.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [78.0, 1449.0, 342.0, 36.0], shoonya_2sO229U4T0IE2L, 5742735]
[paragraph, [785.0, 1038.0, 342.0, 36.0], waEJJUsqXe, 5742735]
[paragraph, [785.0, 1074.0, 342.0, 36.0], waEJJUsqXe, 5742735]
[paragraph, [785.0, 1110.0, 342.0, 36.0], waEJJUsqXe, 5742735]
[paragraph, [785.0, 1146.0, 342.0, 36.0], waEJJUsqXe, 5742735]
[paragraph, [785.0, 1182.0, 342.0, 36.0], waEJJUsqXe, 5742735]
[paragraph, [785.0, 1218.0, 342.0, 36.0], waEJJUsqXe, 5742735]
[paragraph, [434.0, 1104.0, 333.0, 36.0], FHvI_YlTrz, 5742735]
[paragraph, [434.0, 1140.0, 333.0, 36.0], FHvI_YlTrz, 5742735]
[paragraph, [434.0, 1176.0, 333.0, 36.0], FHvI_YlTrz, 5742735]
[paragraph, [434.0, 1212.0, 333.0, 36.0], FHvI_YlTrz, 5742735]
[paragraph, [434.0, 1248.0, 333.0, 36.0], FHvI_YlTrz, 5742735]
[paragraph, [434.0, 1284.0, 333.0, 36.0], FHvI_YlTrz, 5742735]
[paragraph, [787.0, 1261.0, 343.0, 36.0], F98Dvb8yIZ, 5742735]
[paragraph, [787.0, 1297.0, 343.0, 36.0], F98Dvb8yIZ, 5742735]
[paragraph, [787.0, 1333.0, 343.0, 36.0], F98Dvb8yIZ, 5742735]
[paragraph, [787.0, 1369.0, 343.0, 36.0], F98Dvb8yIZ, 5742735]
[paragraph, [438.0, 1334.0, 331.0, 36.0], SzObsuP1g1, 5742735]
[paragraph, [438.0, 1370.0, 331.0, 36.0], SzObsuP1g1, 5742735]
[paragraph, [438.0, 1406.0, 331.0, 36.0], SzObsuP1g1, 5742735]
[paragraph, [438.0, 1442.0, 331.0, 36.0], SzObsuP1g1, 5742735]
[paragraph, [791.0, 1431.0, 343.0, 36.0], paoQ43Nnom, 5742735]
