[1320, 1176]
[folio, [922.0, 55.0, 174.0, 18.0], shoonya_5sGBQ6G8LW8XMJ, 5694398]
[paragraph, [65.0, 1194.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1212.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [762.0, 885.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 903.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 921.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 939.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 957.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 975.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 993.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1011.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1029.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1047.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1065.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1083.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1101.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1119.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1137.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1155.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1173.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[paragraph, [762.0, 1191.0, 335.0, 18.0], swTF2MJj8g, 5694398]
[author, [857.0, 1213.0, 229.0, 18.0], rHnhD57qFI, 5694398]
[paragraph, [435.0, 1231.0, 315.0, 18.0], oNab5EOQxB, 5694398]
