[1565, 1152]
[headline, [71.0, 94.0, 1008.0, 37.5], shoonya_10sN9HNEU09SS2, 5722523]
[paragraph, [631.0, 514.0, 425.0, 36.0], shoonya_2sX1PG2OJUHKQO, 5722523]
[paragraph, [631.0, 550.0, 425.0, 36.0], shoonya_2sX1PG2OJUHKQO, 5722523]
[paragraph, [631.0, 586.0, 425.0, 36.0], shoonya_2sX1PG2OJUHKQO, 5722523]
[paragraph, [631.0, 622.0, 425.0, 36.0], shoonya_2sX1PG2OJUHKQO, 5722523]
[paragraph, [631.0, 658.0, 425.0, 36.0], shoonya_2sX1PG2OJUHKQO, 5722523]
[paragraph, [631.0, 698.0, 424.0, 36.0], shoonya_3s3AN0399FXCF6, 5722523]
[paragraph, [631.0, 734.0, 424.0, 36.0], shoonya_3s3AN0399FXCF6, 5722523]
[paragraph, [631.0, 770.0, 424.0, 36.0], shoonya_3s3AN0399FXCF6, 5722523]
[paragraph, [631.0, 806.0, 424.0, 36.0], shoonya_3s3AN0399FXCF6, 5722523]
[paragraph, [631.0, 842.0, 424.0, 36.0], shoonya_3s3AN0399FXCF6, 5722523]
[paragraph, [631.0, 878.0, 424.0, 36.0], shoonya_3s3AN0399FXCF6, 5722523]
[paragraph, [631.0, 914.0, 424.0, 36.0], shoonya_3s3AN0399FXCF6, 5722523]
[paragraph, [631.0, 950.0, 424.0, 36.0], shoonya_3s3AN0399FXCF6, 5722523]
[paragraph, [100.0, 764.0, 425.0, 36.0], shoonya_0s78H75LXNCQUV, 5722523]
[paragraph, [100.0, 800.0, 425.0, 36.0], shoonya_0s78H75LXNCQUV, 5722523]
[paragraph, [100.0, 836.0, 425.0, 36.0], shoonya_0s78H75LXNCQUV, 5722523]
[paragraph, [100.0, 872.0, 425.0, 36.0], shoonya_0s78H75LXNCQUV, 5722523]
[paragraph, [100.0, 908.0, 425.0, 36.0], shoonya_0s78H75LXNCQUV, 5722523]
[paragraph, [100.0, 944.0, 425.0, 36.0], shoonya_0s78H75LXNCQUV, 5722523]
[paragraph, [99.0, 992.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1028.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1064.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1100.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1136.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1172.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1208.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1244.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1280.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1316.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1352.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [99.0, 1388.0, 278.0, 36.0], shoonya_4sBO5ICEY299DF, 5722523]
[paragraph, [732.0, 1008.0, 323.0, 36.0], shoonya_7sTJB1377MVZ74, 5722523]
[paragraph, [732.0, 1044.0, 323.0, 36.0], shoonya_7sTJB1377MVZ74, 5722523]
[paragraph, [732.0, 1080.0, 323.0, 36.0], shoonya_7sTJB1377MVZ74, 5722523]
[paragraph, [732.0, 1116.0, 323.0, 36.0], shoonya_7sTJB1377MVZ74, 5722523]
[paragraph, [732.0, 1152.0, 323.0, 36.0], shoonya_7sTJB1377MVZ74, 5722523]
[paragraph, [732.0, 1188.0, 323.0, 36.0], shoonya_7sTJB1377MVZ74, 5722523]
[paragraph, [732.0, 1230.0, 322.0, 36.0], shoonya_8s6DGV0CP6DQZK, 5722523]
[paragraph, [732.0, 1266.0, 322.0, 36.0], shoonya_8s6DGV0CP6DQZK, 5722523]
[paragraph, [732.0, 1302.0, 322.0, 36.0], shoonya_8s6DGV0CP6DQZK, 5722523]
[paragraph, [732.0, 1338.0, 322.0, 36.0], shoonya_8s6DGV0CP6DQZK, 5722523]
[paragraph, [732.0, 1374.0, 322.0, 36.0], shoonya_8s6DGV0CP6DQZK, 5722523]
[paragraph, [732.0, 1410.0, 322.0, 36.0], shoonya_8s6DGV0CP6DQZK, 5722523]
