[2067, 1567]
[folio, [1044.0, 191.0, 320.0, 36.0], eoe6iBbmnh, 5735881]
[paragraph, [791.0, 1363.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1399.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1435.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1471.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1507.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1543.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1579.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1615.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1651.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [791.0, 1687.0, 581.0, 36.0], shoonya_3s6OBYJPYDO2FM, 5735881]
[paragraph, [191.0, 1364.0, 586.0, 36.0], 8bWvQ9oqJN, 5735881]
[paragraph, [191.0, 1400.0, 586.0, 36.0], 8bWvQ9oqJN, 5735881]
[paragraph, [191.0, 1436.0, 586.0, 36.0], 8bWvQ9oqJN, 5735881]
[paragraph, [191.0, 1472.0, 586.0, 36.0], 8bWvQ9oqJN, 5735881]
[paragraph, [191.0, 1508.0, 586.0, 36.0], 8bWvQ9oqJN, 5735881]
[paragraph, [191.0, 1544.0, 586.0, 36.0], 8bWvQ9oqJN, 5735881]
[paragraph, [191.0, 1580.0, 586.0, 36.0], 8bWvQ9oqJN, 5735881]
[paragraph, [191.0, 1631.0, 579.0, 36.0], shoonya_1sK73PR7OWJCTO, 5735881]
[paragraph, [191.0, 1667.0, 579.0, 36.0], shoonya_1sK73PR7OWJCTO, 5735881]
[paragraph, [191.0, 1703.0, 579.0, 36.0], shoonya_1sK73PR7OWJCTO, 5735881]
[paragraph, [191.0, 1739.0, 579.0, 36.0], shoonya_1sK73PR7OWJCTO, 5735881]
[author, [1197.0, 1761.0, 173.0, 36.0], shoonya_9s179JGCUISWNG, 5735881]
[folio, [199.0, 1822.0, 221.0, 36.0], wcvzxNauxR, 5735881]
