[1388, 886]
[folio, [374.0, 63.0, 188.0, 18.0], osovA28Xu4, 5742433]
[paragraph, [450.0, 1040.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1058.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1076.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1094.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1112.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1130.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1148.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1166.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1184.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1202.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1220.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1238.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1256.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1274.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1292.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [31.0, 824.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 842.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 860.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 878.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 896.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 914.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 932.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 950.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 968.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 986.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1004.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1022.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1040.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1058.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1076.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1094.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1112.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1130.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1148.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1166.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1184.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1202.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1220.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1238.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1256.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1274.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[paragraph, [31.0, 1292.0, 401.0, 18.0], shoonya_0sF940UZT8DAD4, 5742433]
[footnote, [559.0, 1350.0, 287.0, 18.0], 72T-ALcSph, 5742433]
