[2339, 1653]
[folio, [237.0, 326.0, 291.0, 36.0], shoonya_9sD2P3LMQJLO4Y, 5735429]
[paragraph, [836.0, 1042.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1078.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1114.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1150.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1186.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1222.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1258.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1294.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1330.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1366.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1402.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1438.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1474.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1510.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1546.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[paragraph, [836.0, 1582.0, 580.0, 36.0], shoonya_2sXL02UM5C1520, 5735429]
[author, [614.0, 1106.0, 201.0, 36.0], shoonya_12sAAPSAZ9QMFP, 5735429]
[paragraph, [227.0, 1227.0, 158.0, 36.0], shoonya_13sQUO2F7HZABA, 5735429]
[paragraph, [492.0, 1322.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [492.0, 1358.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [492.0, 1394.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [492.0, 1430.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [492.0, 1466.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [492.0, 1502.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [492.0, 1538.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [492.0, 1574.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [492.0, 1610.0, 321.0, 36.0], shoonya_7sQK22TKZAJZL3, 5735429]
[paragraph, [838.0, 1632.0, 577.0, 36.0], shoonya_3sU7IE5X422YEY, 5735429]
[paragraph, [838.0, 1668.0, 577.0, 36.0], shoonya_3sU7IE5X422YEY, 5735429]
[paragraph, [838.0, 1704.0, 577.0, 36.0], shoonya_3sU7IE5X422YEY, 5735429]
[paragraph, [838.0, 1740.0, 577.0, 36.0], shoonya_3sU7IE5X422YEY, 5735429]
[paragraph, [838.0, 1776.0, 577.0, 36.0], shoonya_3sU7IE5X422YEY, 5735429]
[paragraph, [838.0, 1812.0, 577.0, 36.0], shoonya_3sU7IE5X422YEY, 5735429]
[paragraph, [838.0, 1848.0, 577.0, 36.0], shoonya_3sU7IE5X422YEY, 5735429]
[paragraph, [838.0, 1884.0, 577.0, 36.0], shoonya_3sU7IE5X422YEY, 5735429]
[paragraph, [236.0, 1678.0, 580.0, 36.0], shoonya_6sN24I6R51AGM6, 5735429]
[paragraph, [236.0, 1714.0, 580.0, 36.0], shoonya_6sN24I6R51AGM6, 5735429]
[paragraph, [236.0, 1750.0, 580.0, 36.0], shoonya_6sN24I6R51AGM6, 5735429]
[paragraph, [236.0, 1786.0, 580.0, 36.0], shoonya_6sN24I6R51AGM6, 5735429]
[paragraph, [236.0, 1822.0, 580.0, 36.0], shoonya_6sN24I6R51AGM6, 5735429]
[paragraph, [236.0, 1858.0, 580.0, 36.0], shoonya_6sN24I6R51AGM6, 5735429]
[paragraph, [236.0, 1894.0, 580.0, 36.0], shoonya_6sN24I6R51AGM6, 5735429]
[folio, [1188.0, 1965.0, 229.0, 36.0], uE5QPIh2G8, 5735429]
