[1298, 853]
[section-title, [306.0, 70.0, 231.0, 30.0], 8nr-K26LDT, 5709835]
[paragraph, [66.0, 612.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 630.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 648.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 666.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 684.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 702.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 720.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 738.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 756.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 774.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 792.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 810.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 828.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 846.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 864.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 882.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 900.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 918.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 936.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [66.0, 954.0, 722.0, 18.0], shoonya_2sUYSJHTVC97D9, 5709835]
[paragraph, [67.0, 979.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 997.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1015.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1033.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1051.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1069.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1087.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1105.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1123.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1141.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1159.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1177.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
[paragraph, [67.0, 1195.0, 720.0, 18.0], fxI1Meo-HV, 5709835]
