[1372, 849]
[section-title, [143.0, 157.0, 559.0, 30.0], shoonya_2s4O7OUSPIJTEW, 5710076]
[paragraph, [66.0, 725.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 743.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 761.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 779.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 797.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 815.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 833.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 851.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 869.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 887.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 905.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 923.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [65.0, 957.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 975.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 993.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1011.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1029.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1047.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1065.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1083.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1101.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1119.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1137.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1155.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1173.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1191.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1209.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1227.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1245.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1263.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
[paragraph, [65.0, 1281.0, 709.0, 18.0], shoonya_0s7JWGRTIBWR2O, 5710076]
