[2009, 1386]
[chapter-title, [413.0, 69.0, 565.0, 70.5], aG8cZQ_3BZ, 5653926]
[paragraph, [62.0, 1480.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1516.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1552.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1588.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1624.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[figure-caption, [611.0, 1602.0, 167.0, 36.0], shoonya_10s4CH8U0XQE7K, 5653926]
[paragraph, [706.0, 1649.0, 632.0, 36.0], N4X-xcK7tJ, 5653926]
[paragraph, [706.0, 1685.0, 632.0, 36.0], N4X-xcK7tJ, 5653926]
[paragraph, [706.0, 1721.0, 632.0, 36.0], N4X-xcK7tJ, 5653926]
[paragraph, [706.0, 1757.0, 632.0, 36.0], N4X-xcK7tJ, 5653926]
[paragraph, [706.0, 1793.0, 632.0, 36.0], N4X-xcK7tJ, 5653926]
[paragraph, [706.0, 1829.0, 632.0, 36.0], N4X-xcK7tJ, 5653926]
[paragraph, [67.0, 1665.0, 630.0, 36.0], shoonya_15s0IFKGZBAAUZ, 5653926]
[paragraph, [67.0, 1701.0, 630.0, 36.0], shoonya_15s0IFKGZBAAUZ, 5653926]
[paragraph, [67.0, 1737.0, 630.0, 36.0], shoonya_15s0IFKGZBAAUZ, 5653926]
[paragraph, [67.0, 1773.0, 630.0, 36.0], shoonya_15s0IFKGZBAAUZ, 5653926]
[paragraph, [67.0, 1809.0, 630.0, 36.0], shoonya_15s0IFKGZBAAUZ, 5653926]
[paragraph, [67.0, 1845.0, 630.0, 36.0], shoonya_15s0IFKGZBAAUZ, 5653926]
[folio, [344.0, 1906.0, 690.0, 36.0], i1tDSPFUKr, 5653926]
[folio, [344.0, 1942.0, 690.0, 36.0], i1tDSPFUKr, 5653926]
[dateline, [51.0, 1915.0, 221.0, 64.5], k-ISHe6tZc, 5653926]
