[1275, 750]
[folio, [306.0, 87.0, 126.0, 18.0], shoonya_2sFCC5QR3PWQR0, 5767176]
[paragraph, [57.0, 506.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 524.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 542.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 560.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 578.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 596.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 614.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 632.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 650.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 668.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 686.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 704.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 722.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 740.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 758.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 776.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 794.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 812.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 830.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 848.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 866.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 884.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 902.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 920.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 938.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 956.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 974.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 992.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1010.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1028.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1046.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1064.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1082.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1100.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1118.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1136.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1154.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
[paragraph, [57.0, 1172.0, 637.0, 18.0], shoonya_3s8HOR5PXY7Q0S, 5767176]
