[1298, 853]
[section-title, [313.0, 67.0, 227.0, 30.0], shoonya_4sV7OM7DGHP3XL, 5709743]
[paragraph, [52.0, 612.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [52.0, 630.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [52.0, 648.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [52.0, 666.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [52.0, 684.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [52.0, 702.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [52.0, 720.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [52.0, 738.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [52.0, 756.0, 747.0, 18.0], shoonya_1sELHZNBYZ1GY9, 5709743]
[paragraph, [56.0, 775.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 793.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 811.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 829.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 847.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 865.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 883.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 901.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 919.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 937.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 955.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 973.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 991.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1009.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1027.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1045.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1063.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1081.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1099.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1117.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1135.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1153.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1171.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1189.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
[paragraph, [56.0, 1207.0, 744.0, 18.0], shoonya_2sABND3PWJHHJJ, 5709743]
