[872, 605]
[section-title, [255.0, 29.0, 103.0, 30.0], pp1QMtcezV, 6457420]
[paragraph, [37.0, 614.0, 267.0, 18.0], jyvnJMZgHH, 6457420]
[paragraph, [302.0, 613.0, 207.0, 18.0], ksYI3Dy3J3, 6457420]
[paragraph, [304.0, 632.0, 263.0, 18.0], aud-ScTh2l, 6457420]
[paragraph, [304.0, 650.0, 263.0, 18.0], aud-ScTh2l, 6457420]
[paragraph, [37.0, 633.0, 251.0, 18.0], mZayWQHunp, 6457420]
[paragraph, [37.0, 651.0, 251.0, 18.0], mZayWQHunp, 6457420]
[paragraph, [304.0, 671.0, 263.0, 18.0], tSVRUOh8ME, 6457420]
[paragraph, [304.0, 689.0, 263.0, 18.0], tSVRUOh8ME, 6457420]
[paragraph, [38.0, 672.0, 265.0, 18.0], swyZJmoZ0q, 6457420]
[paragraph, [38.0, 690.0, 265.0, 18.0], swyZJmoZ0q, 6457420]
[paragraph, [38.0, 708.0, 265.0, 18.0], swyZJmoZ0q, 6457420]
[paragraph, [302.0, 705.0, 232.0, 18.0], 3h3fVShB0v, 6457420]
[paragraph, [55.0, 720.0, 252.0, 18.0], KjF8nmePAy, 6457420]
[paragraph, [304.0, 726.0, 240.0, 18.0], 7rV7gMUwmn, 6457420]
[paragraph, [306.0, 747.0, 259.0, 18.0], EzpunxPtmK, 6457420]
[paragraph, [306.0, 765.0, 259.0, 18.0], EzpunxPtmK, 6457420]
[reference, [40.0, 751.0, 264.0, 18.0], Qy04N8h8CX, 6457420]
[reference, [40.0, 769.0, 264.0, 18.0], Qy04N8h8CX, 6457420]
[reference, [40.0, 787.0, 264.0, 18.0], Qy04N8h8CX, 6457420]
[reference, [40.0, 805.0, 264.0, 18.0], Qy04N8h8CX, 6457420]
[reference, [305.0, 783.0, 265.0, 18.0], S0MhaRky1Z, 6457420]
[reference, [305.0, 801.0, 265.0, 18.0], S0MhaRky1Z, 6457420]
