[1448, 2048]
[section-title, [635.0, 231.0, 783.0, 30.0], shoonya_0sU77H94NXRXGJ, 6473968]
[unordered-list, [1283.0, 622.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 640.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 658.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 676.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 694.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 712.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 730.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 748.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 766.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 784.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 802.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 820.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 838.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 856.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 874.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 892.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 910.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 928.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 946.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 964.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 982.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1000.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1018.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1036.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1054.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1072.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1090.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1108.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1126.0, 449.0, 18.0], a8P183_MK4, 6473968]
[unordered-list, [1283.0, 1144.0, 449.0, 18.0], a8P183_MK4, 6473968]
[folio, [470.0, 1279.0, 828.0, 18.0], FfrYZhvs7T, 6473968]
[folio, [470.0, 1297.0, 828.0, 18.0], FfrYZhvs7T, 6473968]
[folio, [470.0, 1315.0, 828.0, 18.0], FfrYZhvs7T, 6473968]
[folio, [470.0, 1333.0, 828.0, 18.0], FfrYZhvs7T, 6473968]
[folio, [1394.0, 1283.0, 158.0, 18.0], c3rbCGilhr, 6473968]
[folio, [1394.0, 1301.0, 158.0, 18.0], c3rbCGilhr, 6473968]
[folio, [1394.0, 1319.0, 158.0, 18.0], c3rbCGilhr, 6473968]
