[1754, 1241]
[headline, [57.0, 98.0, 647.0, 37.5], shoonya_4sWWK77722XU3W, 5744782]
[paragraph, [846.0, 1170.0, 370.0, 36.0], shoonya_3sQHXYJR0I0TCV, 5744782]
[paragraph, [846.0, 1206.0, 370.0, 36.0], shoonya_3sQHXYJR0I0TCV, 5744782]
[paragraph, [846.0, 1242.0, 370.0, 36.0], shoonya_3sQHXYJR0I0TCV, 5744782]
[paragraph, [846.0, 1278.0, 370.0, 36.0], shoonya_3sQHXYJR0I0TCV, 5744782]
[paragraph, [846.0, 1314.0, 370.0, 36.0], shoonya_3sQHXYJR0I0TCV, 5744782]
[paragraph, [436.0, 1392.0, 366.0, 36.0], shoonya_12s3FYOUZD3O15, 5744782]
[paragraph, [436.0, 1428.0, 366.0, 36.0], shoonya_12s3FYOUZD3O15, 5744782]
[paragraph, [436.0, 1464.0, 366.0, 36.0], shoonya_12s3FYOUZD3O15, 5744782]
[paragraph, [436.0, 1500.0, 366.0, 36.0], shoonya_12s3FYOUZD3O15, 5744782]
[paragraph, [436.0, 1536.0, 366.0, 36.0], shoonya_12s3FYOUZD3O15, 5744782]
[paragraph, [436.0, 1572.0, 366.0, 36.0], shoonya_12s3FYOUZD3O15, 5744782]
