[609, 397]
[paragraph, [149.0, 40.0, 219.0, 18.0], shoonya_1sBHCDLOKHVBL0, 5768170]
[sub-ordered-list, [170.0, 321.0, 149.0, 18.0], 7caKeCnE7f, 5768170]
[sub-ordered-list, [170.0, 339.0, 149.0, 18.0], 7caKeCnE7f, 5768170]
[sub-ordered-list, [170.0, 357.0, 149.0, 18.0], 7caKeCnE7f, 5768170]
[paragraph, [40.0, 329.0, 107.0, 18.0], shoonya_2s6BRZ81ICWX1X, 5768170]
[paragraph, [40.0, 347.0, 107.0, 18.0], shoonya_2s6BRZ81ICWX1X, 5768170]
[paragraph, [40.0, 365.0, 107.0, 18.0], shoonya_2s6BRZ81ICWX1X, 5768170]
[paragraph, [40.0, 383.0, 107.0, 18.0], shoonya_2s6BRZ81ICWX1X, 5768170]
[paragraph, [40.0, 401.0, 107.0, 18.0], shoonya_2s6BRZ81ICWX1X, 5768170]
[paragraph, [40.0, 419.0, 107.0, 18.0], shoonya_2s6BRZ81ICWX1X, 5768170]
[paragraph, [40.0, 437.0, 107.0, 18.0], shoonya_2s6BRZ81ICWX1X, 5768170]
[paragraph, [40.0, 455.0, 107.0, 18.0], shoonya_2s6BRZ81ICWX1X, 5768170]
[sub-ordered-list, [167.0, 398.0, 198.0, 18.0], h65TVyg8b3, 5768170]
[sub-ordered-list, [167.0, 416.0, 198.0, 18.0], h65TVyg8b3, 5768170]
[sub-ordered-list, [167.0, 434.0, 198.0, 18.0], h65TVyg8b3, 5768170]
[sub-ordered-list, [170.0, 471.0, 193.0, 18.0], LvUx3mJhrS, 5768170]
[sub-ordered-list, [170.0, 489.0, 193.0, 18.0], LvUx3mJhrS, 5768170]
[sub-ordered-list, [170.0, 507.0, 193.0, 18.0], LvUx3mJhrS, 5768170]
[sidebar, [36.0, 543.0, 115.0, 18.0], viqp9qyrjw, 5768170]
