[1565, 1152]
[paragraph, [730.0, 116.0, 319.0, 36.0], shoonya_2s4LGSOCOMIIK1, 5713329]
[paragraph, [103.0, 913.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 949.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 985.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1021.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1057.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1093.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1129.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1165.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1201.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1237.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1273.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1309.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1345.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [103.0, 1381.0, 312.0, 36.0], shoonya_0sHLJF48KFLS5T, 5713329]
[paragraph, [428.0, 132.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 168.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 204.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 240.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 276.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 312.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 348.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 384.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 420.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 456.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 492.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [428.0, 528.0, 287.0, 36.0], shoonya_3sAAKFPVHO7Q7B, 5713329]
[paragraph, [731.0, 247.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 283.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 319.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 355.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 391.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 427.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 463.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 499.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 535.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 571.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 607.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 643.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 679.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 715.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 751.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 787.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 823.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 859.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 895.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 931.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 967.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1003.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1039.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1075.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1111.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1147.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1183.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1219.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1255.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1291.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [731.0, 1327.0, 319.0, 36.0], shoonya_4sTDXZ1R2E6D2E, 5713329]
[paragraph, [417.0, 580.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 616.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 652.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 688.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 724.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 760.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 796.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 832.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 868.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 904.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 940.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 976.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1012.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1048.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1084.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1120.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1156.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1192.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1228.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1264.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1300.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1336.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1372.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[paragraph, [417.0, 1408.0, 303.0, 36.0], shoonya_1sNZE7EW6XOPMX, 5713329]
[folio, [893.0, 1448.0, 146.0, 36.0], sLLn20Y8hq, 5713329]
