[2230, 1704]
[paragraph, [898.0, 153.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [903.0, 1435.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1471.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1507.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1543.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1579.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1615.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1651.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1687.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1723.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1759.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1795.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1831.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [81.0, 1583.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1619.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1655.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1691.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1727.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1763.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1799.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1835.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1871.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1907.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1943.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 1979.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 2015.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 2051.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 2087.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [81.0, 2123.0, 816.0, 36.0], shoonya_0sUUOKWGKKWJDG, 5654546]
[paragraph, [883.0, 1809.0, 802.0, 36.0], yU1M424W7d, 5654546]
[paragraph, [883.0, 1845.0, 802.0, 36.0], yU1M424W7d, 5654546]
[paragraph, [883.0, 1881.0, 802.0, 36.0], yU1M424W7d, 5654546]
[paragraph, [883.0, 1917.0, 802.0, 36.0], yU1M424W7d, 5654546]
[paragraph, [883.0, 1953.0, 802.0, 36.0], yU1M424W7d, 5654546]
[paragraph, [883.0, 1989.0, 802.0, 36.0], yU1M424W7d, 5654546]
[paragraph, [883.0, 2025.0, 802.0, 36.0], yU1M424W7d, 5654546]
[paragraph, [883.0, 2061.0, 802.0, 36.0], yU1M424W7d, 5654546]
[paragraph, [883.0, 2097.0, 802.0, 36.0], yU1M424W7d, 5654546]
[folio, [813.0, 2164.0, 183.0, 36.0], shoonya_8sNZHODM99W1JS, 5654546]
[footnote, [512.0, 2181.0, 685.0, 36.0], Kku8HeUk4W, 5654546]
