[2339, 1654]
[folio, [163.0, 24.0, 329.0, 36.0], RVTz_FOoQD, 5750557]
[paragraph, [156.0, 1194.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1230.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1266.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1302.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1338.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1374.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1410.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1446.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1482.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1518.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1554.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1590.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1626.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1662.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1698.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1734.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1770.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [308.0, 1798.0, 1191.0, 36.0], 4u4kZKd733, 5750557]
[paragraph, [308.0, 1834.0, 1191.0, 36.0], 4u4kZKd733, 5750557]
[paragraph, [308.0, 1870.0, 1191.0, 36.0], 4u4kZKd733, 5750557]
[paragraph, [308.0, 1906.0, 1191.0, 36.0], 4u4kZKd733, 5750557]
[paragraph, [308.0, 1942.0, 1191.0, 36.0], 4u4kZKd733, 5750557]
[paragraph, [308.0, 1978.0, 1191.0, 36.0], 4u4kZKd733, 5750557]
[reference, [1073.0, 2002.0, 412.0, 36.0], shoonya_1s3FGDF9VFFZHE, 5750557]
[paragraph, [172.0, 2067.0, 1481.0, 36.0], 9cxXFdG6xw, 5750557]
[paragraph, [172.0, 2103.0, 1481.0, 36.0], 9cxXFdG6xw, 5750557]
[paragraph, [172.0, 2139.0, 1481.0, 36.0], 9cxXFdG6xw, 5750557]
[paragraph, [172.0, 2175.0, 1481.0, 36.0], 9cxXFdG6xw, 5750557]
