[2067, 1567]
[folio, [1052.0, 191.0, 316.0, 36.0], tE8-YLQsyV, 5735440]
[paragraph, [794.0, 1439.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1475.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1511.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1547.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1583.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1619.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1655.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1691.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1727.0, 586.0, 36.0], MzptG32u1G, 5735440]
[paragraph, [794.0, 1763.0, 586.0, 36.0], MzptG32u1G, 5735440]
[sidebar, [1415.0, 1464.0, 128.0, 36.0], shoonya_12sSMRFNMR82PQ, 5735440]
[paragraph, [190.0, 1584.0, 582.0, 36.0], shoonya_6sH3O6SFAJRZEI, 5735440]
[paragraph, [190.0, 1620.0, 582.0, 36.0], shoonya_6sH3O6SFAJRZEI, 5735440]
[paragraph, [190.0, 1656.0, 582.0, 36.0], shoonya_6sH3O6SFAJRZEI, 5735440]
[paragraph, [190.0, 1692.0, 582.0, 36.0], shoonya_6sH3O6SFAJRZEI, 5735440]
[paragraph, [190.0, 1728.0, 582.0, 36.0], shoonya_6sH3O6SFAJRZEI, 5735440]
[paragraph, [190.0, 1764.0, 582.0, 36.0], shoonya_6sH3O6SFAJRZEI, 5735440]
