[1300, 900]
[folio, [340.0, 35.0, 261.0, 18.0], l3d2nltpyn, 5731545]
[paragraph, [229.0, 690.0, 459.0, 18.0], shoonya_1sX0ZZFXA1EVEF, 5731545]
[paragraph, [229.0, 708.0, 459.0, 18.0], shoonya_1sX0ZZFXA1EVEF, 5731545]
[paragraph, [724.0, 756.0, 89.0, 18.0], XDpVRhjwQS, 5731545]
[paragraph, [105.0, 787.0, 709.0, 18.0], shoonya_4sM22VNVPHGUX9, 5731545]
[paragraph, [105.0, 805.0, 709.0, 18.0], shoonya_4sM22VNVPHGUX9, 5731545]
[paragraph, [105.0, 823.0, 709.0, 18.0], shoonya_4sM22VNVPHGUX9, 5731545]
[paragraph, [105.0, 841.0, 709.0, 18.0], shoonya_4sM22VNVPHGUX9, 5731545]
[paragraph, [105.0, 859.0, 709.0, 18.0], shoonya_4sM22VNVPHGUX9, 5731545]
[paragraph, [105.0, 877.0, 709.0, 18.0], shoonya_4sM22VNVPHGUX9, 5731545]
[paragraph, [102.0, 915.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 933.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 951.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 969.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 987.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1005.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1023.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1041.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1059.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1077.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1095.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1113.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1131.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1149.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1167.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1185.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1203.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
[paragraph, [102.0, 1221.0, 708.0, 18.0], shoonya_0sE8E98T7I1MQJ, 5731545]
