[1275, 750]
[folio, [229.0, 82.0, 290.0, 18.0], Qzz_wxDPcz, 5767612]
[paragraph, [64.0, 668.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 686.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 704.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 722.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 740.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 758.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 776.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 794.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 812.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 830.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 848.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 866.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 884.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 902.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 920.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 938.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 956.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 974.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 992.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1010.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1028.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1046.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1064.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1082.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1100.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1118.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1136.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1154.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
[paragraph, [64.0, 1172.0, 617.0, 18.0], shoonya_0sR9BQSW37WVHN, 5767612]
