[1320, 1176]
[chapter-title, [666.0, 187.0, 91.0, 30.0], P4ekn62-Vk, 5694632]
[paragraph, [82.0, 643.0, 331.0, 18.0], _dOmvIdC8F, 5694632]
[paragraph, [82.0, 661.0, 331.0, 18.0], _dOmvIdC8F, 5694632]
[paragraph, [82.0, 679.0, 331.0, 18.0], _dOmvIdC8F, 5694632]
[paragraph, [82.0, 697.0, 331.0, 18.0], _dOmvIdC8F, 5694632]
[paragraph, [82.0, 715.0, 331.0, 18.0], _dOmvIdC8F, 5694632]
[paragraph, [82.0, 733.0, 331.0, 18.0], _dOmvIdC8F, 5694632]
[paragraph, [419.0, 587.0, 323.0, 18.0], kgHM-zYQLn, 5694632]
[paragraph, [419.0, 605.0, 323.0, 18.0], kgHM-zYQLn, 5694632]
[paragraph, [419.0, 623.0, 323.0, 18.0], kgHM-zYQLn, 5694632]
[paragraph, [419.0, 641.0, 323.0, 18.0], kgHM-zYQLn, 5694632]
[paragraph, [419.0, 659.0, 323.0, 18.0], kgHM-zYQLn, 5694632]
[paragraph, [419.0, 677.0, 323.0, 18.0], kgHM-zYQLn, 5694632]
[paragraph, [753.0, 642.0, 328.0, 18.0], ivuS7npJpn, 5694632]
[paragraph, [753.0, 660.0, 328.0, 18.0], ivuS7npJpn, 5694632]
[paragraph, [753.0, 678.0, 328.0, 18.0], ivuS7npJpn, 5694632]
[paragraph, [423.0, 698.0, 319.0, 18.0], shoonya_0sVT9QNT5PSKSA, 5694632]
[paragraph, [423.0, 716.0, 319.0, 18.0], shoonya_0sVT9QNT5PSKSA, 5694632]
[paragraph, [423.0, 734.0, 319.0, 18.0], shoonya_0sVT9QNT5PSKSA, 5694632]
[paragraph, [423.0, 752.0, 319.0, 18.0], shoonya_0sVT9QNT5PSKSA, 5694632]
[paragraph, [423.0, 770.0, 319.0, 18.0], shoonya_0sVT9QNT5PSKSA, 5694632]
[paragraph, [423.0, 788.0, 319.0, 18.0], shoonya_0sVT9QNT5PSKSA, 5694632]
[paragraph, [757.0, 715.0, 326.0, 18.0], Tu_uJTuDJV, 5694632]
[paragraph, [757.0, 733.0, 326.0, 18.0], Tu_uJTuDJV, 5694632]
[paragraph, [757.0, 751.0, 326.0, 18.0], Tu_uJTuDJV, 5694632]
[paragraph, [78.0, 766.0, 334.0, 18.0], BKPHmGGpcw, 5694632]
[paragraph, [78.0, 784.0, 334.0, 18.0], BKPHmGGpcw, 5694632]
[paragraph, [78.0, 802.0, 334.0, 18.0], BKPHmGGpcw, 5694632]
[paragraph, [78.0, 820.0, 334.0, 18.0], BKPHmGGpcw, 5694632]
[paragraph, [749.0, 785.0, 334.0, 18.0], hg23Ofx3zX, 5694632]
[paragraph, [749.0, 803.0, 334.0, 18.0], hg23Ofx3zX, 5694632]
[paragraph, [416.0, 801.0, 325.0, 18.0], U4gXAhEIpT, 5694632]
[paragraph, [416.0, 819.0, 325.0, 18.0], U4gXAhEIpT, 5694632]
[paragraph, [86.0, 844.0, 326.0, 18.0], llJrO_SHgj, 5694632]
[paragraph, [86.0, 862.0, 326.0, 18.0], llJrO_SHgj, 5694632]
[paragraph, [86.0, 880.0, 326.0, 18.0], llJrO_SHgj, 5694632]
[paragraph, [86.0, 898.0, 326.0, 18.0], llJrO_SHgj, 5694632]
[paragraph, [86.0, 916.0, 326.0, 18.0], llJrO_SHgj, 5694632]
[paragraph, [86.0, 934.0, 326.0, 18.0], llJrO_SHgj, 5694632]
[paragraph, [78.0, 966.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 984.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1002.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1020.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1038.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1056.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1074.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1092.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1110.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1128.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1146.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[paragraph, [78.0, 1164.0, 339.0, 18.0], Ltf8-70oVB, 5694632]
[author, [263.0, 1193.0, 147.0, 18.0], e-SSRq--0L, 5694632]
