[1625, 1211]
[paragraph, [780.0, 93.0, 359.0, 36.0], RQb_jV172q, 5742943]
[paragraph, [774.0, 1253.0, 365.0, 36.0], 3V-SjXdXVW, 5742943]
[paragraph, [774.0, 1289.0, 365.0, 36.0], 3V-SjXdXVW, 5742943]
[paragraph, [774.0, 1325.0, 365.0, 36.0], 3V-SjXdXVW, 5742943]
[paragraph, [774.0, 1361.0, 365.0, 36.0], 3V-SjXdXVW, 5742943]
[paragraph, [774.0, 1397.0, 365.0, 36.0], 3V-SjXdXVW, 5742943]
[paragraph, [774.0, 1433.0, 365.0, 36.0], 3V-SjXdXVW, 5742943]
[sub-section-title, [426.0, 1094.0, 349.0, 36.0], KmxuEIBoZT, 5742943]
[sub-section-title, [426.0, 1130.0, 349.0, 36.0], KmxuEIBoZT, 5742943]
[paragraph, [420.0, 1176.0, 340.0, 36.0], 3HRu3uiGak, 5742943]
[paragraph, [420.0, 1212.0, 340.0, 36.0], 3HRu3uiGak, 5742943]
[paragraph, [420.0, 1248.0, 340.0, 36.0], 3HRu3uiGak, 5742943]
[paragraph, [420.0, 1284.0, 340.0, 36.0], 3HRu3uiGak, 5742943]
[paragraph, [420.0, 1320.0, 340.0, 36.0], 3HRu3uiGak, 5742943]
[paragraph, [420.0, 1356.0, 340.0, 36.0], 3HRu3uiGak, 5742943]
[paragraph, [420.0, 1392.0, 340.0, 36.0], 3HRu3uiGak, 5742943]
[paragraph, [420.0, 1428.0, 340.0, 36.0], 3HRu3uiGak, 5742943]
[paragraph, [55.0, 1182.0, 353.0, 36.0], afauIuSNpz, 5742943]
[paragraph, [55.0, 1218.0, 353.0, 36.0], afauIuSNpz, 5742943]
[paragraph, [55.0, 1254.0, 353.0, 36.0], afauIuSNpz, 5742943]
[paragraph, [55.0, 1290.0, 353.0, 36.0], afauIuSNpz, 5742943]
[paragraph, [55.0, 1326.0, 353.0, 36.0], afauIuSNpz, 5742943]
[paragraph, [55.0, 1362.0, 353.0, 36.0], afauIuSNpz, 5742943]
[paragraph, [55.0, 1398.0, 353.0, 36.0], afauIuSNpz, 5742943]
[paragraph, [55.0, 1434.0, 353.0, 36.0], afauIuSNpz, 5742943]
[footnote, [739.0, 1575.0, 388.0, 36.0], tFu7JPYV2w, 5742943]
