[1818, 1374]
[folio, [486.0, 110.0, 399.0, 36.0], b8I8laCgPn, 5682093]
[paragraph, [106.0, 1477.0, 567.0, 36.0], UykuhAkfKX, 5682093]
[paragraph, [106.0, 1513.0, 567.0, 36.0], UykuhAkfKX, 5682093]
[paragraph, [106.0, 1549.0, 567.0, 36.0], UykuhAkfKX, 5682093]
[paragraph, [696.0, 1418.0, 575.0, 36.0], shoonya_2sZILWD9A1OVMT, 5682093]
[paragraph, [696.0, 1454.0, 575.0, 36.0], shoonya_2sZILWD9A1OVMT, 5682093]
[paragraph, [696.0, 1490.0, 575.0, 36.0], shoonya_2sZILWD9A1OVMT, 5682093]
[paragraph, [696.0, 1526.0, 575.0, 36.0], shoonya_2sZILWD9A1OVMT, 5682093]
[paragraph, [696.0, 1562.0, 575.0, 36.0], shoonya_2sZILWD9A1OVMT, 5682093]
[paragraph, [696.0, 1598.0, 575.0, 36.0], shoonya_2sZILWD9A1OVMT, 5682093]
[paragraph, [696.0, 1634.0, 575.0, 36.0], shoonya_2sZILWD9A1OVMT, 5682093]
[paragraph, [696.0, 1670.0, 575.0, 36.0], shoonya_2sZILWD9A1OVMT, 5682093]
[paragraph, [106.0, 1591.0, 563.0, 36.0], mko0SG0LQ5, 5682093]
[paragraph, [106.0, 1627.0, 563.0, 36.0], mko0SG0LQ5, 5682093]
[paragraph, [144.0, 1676.0, 526.0, 36.0], ZPF93Kgc8g, 5682093]
