[1320, 1176]
[section-title, [351.0, 138.0, 415.0, 30.0], Sb1LyRHJyq, 5694070]
[paragraph, [741.0, 481.0, 315.0, 18.0], shoonya_5sXZS635OW7JZK, 5694070]
[paragraph, [412.0, 324.0, 328.0, 18.0], LzH5l7Fn5-, 5694070]
[paragraph, [412.0, 342.0, 328.0, 18.0], LzH5l7Fn5-, 5694070]
[paragraph, [412.0, 360.0, 328.0, 18.0], LzH5l7Fn5-, 5694070]
[paragraph, [412.0, 378.0, 328.0, 18.0], LzH5l7Fn5-, 5694070]
[paragraph, [81.0, 357.0, 318.0, 18.0], shoonya_4s3FO5MK8145YO, 5694070]
[paragraph, [81.0, 375.0, 318.0, 18.0], shoonya_4s3FO5MK8145YO, 5694070]
[paragraph, [81.0, 393.0, 318.0, 18.0], shoonya_4s3FO5MK8145YO, 5694070]
[paragraph, [81.0, 411.0, 318.0, 18.0], shoonya_4s3FO5MK8145YO, 5694070]
[paragraph, [412.0, 412.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 430.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 448.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 466.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 484.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 502.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 520.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 538.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 556.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 574.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [412.0, 592.0, 331.0, 18.0], FDiP6CFb-_, 5694070]
[paragraph, [80.0, 441.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 459.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 477.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 495.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 513.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 531.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 549.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 567.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 585.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [80.0, 603.0, 323.0, 18.0], shoonya_6sUZ21EZ3TVX8R, 5694070]
[paragraph, [746.0, 523.0, 314.0, 18.0], shoonya_0s9QVLSILT7GF3, 5694070]
[paragraph, [746.0, 541.0, 314.0, 18.0], shoonya_0s9QVLSILT7GF3, 5694070]
[paragraph, [746.0, 559.0, 314.0, 18.0], shoonya_0s9QVLSILT7GF3, 5694070]
[paragraph, [746.0, 577.0, 314.0, 18.0], shoonya_0s9QVLSILT7GF3, 5694070]
[paragraph, [746.0, 595.0, 314.0, 18.0], shoonya_0s9QVLSILT7GF3, 5694070]
[paragraph, [746.0, 613.0, 314.0, 18.0], shoonya_0s9QVLSILT7GF3, 5694070]
[paragraph, [746.0, 631.0, 314.0, 18.0], shoonya_0s9QVLSILT7GF3, 5694070]
[paragraph, [415.0, 629.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 647.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 665.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 683.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 701.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 719.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 737.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 755.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 773.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [415.0, 791.0, 317.0, 18.0], shoonya_7s96IRE76IXY3C, 5694070]
[paragraph, [82.0, 634.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 652.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 670.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 688.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 706.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 724.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 742.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 760.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 778.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 796.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 814.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [82.0, 832.0, 316.0, 18.0], shoonya_2sB9F5H0C89119, 5694070]
[paragraph, [747.0, 658.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [747.0, 676.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [747.0, 694.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [747.0, 712.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [747.0, 730.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [747.0, 748.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [747.0, 766.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [747.0, 784.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [747.0, 802.0, 314.0, 18.0], shoonya_1sFKEFPLSV1P69, 5694070]
[paragraph, [76.0, 852.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 870.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 888.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 906.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 924.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 942.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 960.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 978.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 996.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [76.0, 1014.0, 325.0, 18.0], ANytghgFTr, 5694070]
[paragraph, [79.0, 1047.0, 328.0, 18.0], U4uDBlDJcv, 5694070]
[paragraph, [79.0, 1065.0, 328.0, 18.0], U4uDBlDJcv, 5694070]
[paragraph, [79.0, 1083.0, 328.0, 18.0], U4uDBlDJcv, 5694070]
[paragraph, [79.0, 1101.0, 328.0, 18.0], U4uDBlDJcv, 5694070]
[paragraph, [79.0, 1119.0, 328.0, 18.0], U4uDBlDJcv, 5694070]
[paragraph, [79.0, 1137.0, 328.0, 18.0], U4uDBlDJcv, 5694070]
[paragraph, [79.0, 1155.0, 328.0, 18.0], U4uDBlDJcv, 5694070]
[paragraph, [79.0, 1173.0, 328.0, 18.0], U4uDBlDJcv, 5694070]
