[1625, 1211]
[author, [160.0, 92.0, 193.0, 36.0], TjL3IyUVic, 5742393]
[paragraph, [432.0, 558.0, 339.0, 36.0], VzYTW2Ss_r, 5742393]
[paragraph, [432.0, 594.0, 339.0, 36.0], VzYTW2Ss_r, 5742393]
[paragraph, [432.0, 630.0, 339.0, 36.0], VzYTW2Ss_r, 5742393]
[paragraph, [432.0, 666.0, 339.0, 36.0], VzYTW2Ss_r, 5742393]
[paragraph, [432.0, 702.0, 339.0, 36.0], VzYTW2Ss_r, 5742393]
[paragraph, [432.0, 738.0, 339.0, 36.0], VzYTW2Ss_r, 5742393]
[paragraph, [790.0, 474.0, 345.0, 36.0], FofrALyoWg, 5742393]
[paragraph, [790.0, 510.0, 345.0, 36.0], FofrALyoWg, 5742393]
[paragraph, [790.0, 546.0, 345.0, 36.0], FofrALyoWg, 5742393]
[paragraph, [790.0, 582.0, 345.0, 36.0], FofrALyoWg, 5742393]
[paragraph, [790.0, 618.0, 345.0, 36.0], FofrALyoWg, 5742393]
[paragraph, [790.0, 654.0, 345.0, 36.0], FofrALyoWg, 5742393]
[paragraph, [69.0, 634.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 670.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 706.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 742.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 778.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 814.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 850.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 886.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 922.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 958.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 994.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 1030.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 1066.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 1102.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 1138.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 1174.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 1210.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 1246.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [69.0, 1282.0, 342.0, 36.0], WvH2UuEEYh, 5742393]
[paragraph, [793.0, 711.0, 337.0, 36.0], DbEx5HThdQ, 5742393]
[paragraph, [793.0, 747.0, 337.0, 36.0], DbEx5HThdQ, 5742393]
[paragraph, [793.0, 783.0, 337.0, 36.0], DbEx5HThdQ, 5742393]
[paragraph, [793.0, 819.0, 337.0, 36.0], DbEx5HThdQ, 5742393]
[paragraph, [425.0, 790.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 826.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 862.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 898.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 934.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 970.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 1006.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 1042.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 1078.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 1114.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [425.0, 1150.0, 345.0, 36.0], QMtWQJscj2, 5742393]
[paragraph, [791.0, 887.0, 337.0, 36.0], 1PxmOWqaul, 5742393]
[paragraph, [791.0, 923.0, 337.0, 36.0], 1PxmOWqaul, 5742393]
[paragraph, [790.0, 979.0, 336.0, 36.0], hwrvpvNuQJ, 5742393]
[paragraph, [790.0, 1015.0, 336.0, 36.0], hwrvpvNuQJ, 5742393]
[paragraph, [790.0, 1051.0, 336.0, 36.0], hwrvpvNuQJ, 5742393]
[paragraph, [790.0, 1087.0, 336.0, 36.0], hwrvpvNuQJ, 5742393]
[paragraph, [790.0, 1123.0, 336.0, 36.0], hwrvpvNuQJ, 5742393]
[paragraph, [790.0, 1202.0, 340.0, 36.0], jxZ6ky7cpL, 5742393]
[paragraph, [790.0, 1238.0, 340.0, 36.0], jxZ6ky7cpL, 5742393]
[paragraph, [790.0, 1274.0, 340.0, 36.0], jxZ6ky7cpL, 5742393]
[paragraph, [790.0, 1310.0, 340.0, 36.0], jxZ6ky7cpL, 5742393]
[paragraph, [790.0, 1346.0, 340.0, 36.0], jxZ6ky7cpL, 5742393]
[paragraph, [425.0, 1208.0, 348.0, 36.0], OcDE3-SrhA, 5742393]
[paragraph, [425.0, 1244.0, 348.0, 36.0], OcDE3-SrhA, 5742393]
[paragraph, [425.0, 1280.0, 348.0, 36.0], OcDE3-SrhA, 5742393]
[paragraph, [425.0, 1316.0, 348.0, 36.0], OcDE3-SrhA, 5742393]
[paragraph, [425.0, 1352.0, 348.0, 36.0], OcDE3-SrhA, 5742393]
[paragraph, [425.0, 1388.0, 348.0, 36.0], OcDE3-SrhA, 5742393]
[paragraph, [425.0, 1424.0, 348.0, 36.0], OcDE3-SrhA, 5742393]
[paragraph, [425.0, 1460.0, 348.0, 36.0], OcDE3-SrhA, 5742393]
[paragraph, [68.0, 1337.0, 339.0, 36.0], r38PRoajJE, 5742393]
[paragraph, [68.0, 1373.0, 339.0, 36.0], r38PRoajJE, 5742393]
[paragraph, [68.0, 1409.0, 339.0, 36.0], r38PRoajJE, 5742393]
[paragraph, [68.0, 1445.0, 339.0, 36.0], r38PRoajJE, 5742393]
[paragraph, [784.0, 1393.0, 343.0, 36.0], shoonya_0sCZ33RRPWWCAI, 5742393]
[paragraph, [784.0, 1429.0, 343.0, 36.0], shoonya_0sCZ33RRPWWCAI, 5742393]
[folio, [437.0, 1500.0, 96.0, 36.0], tiDGMHjVMJ, 5742393]
[folio, [86.0, 1502.0, 93.0, 36.0], kxSBzMvpMy, 5742393]
