[864, 612]
[paragraph, [56.0, 67.0, 499.0, 18.0], shoonya_2s6ERHM4MM5PT1, 5717654]
[sub-ordered-list, [60.0, 701.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 719.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 737.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 755.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[subsub-ordered-list, [64.0, 537.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 555.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 573.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 591.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 609.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 627.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 645.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 663.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 681.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 699.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 717.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
[subsub-ordered-list, [64.0, 735.0, 488.0, 18.0], 5ETd32HvbE, 5717654]
