[792, 612]
[paragraph, [60.0, 53.0, 160.0, 18.0], shoonya_0sBGG0BQ0KSG5E, 6515442]
[paragraph, [226.0, 437.0, 159.0, 18.0], OvpKHUgLPs, 6515442]
[paragraph, [226.0, 455.0, 159.0, 18.0], OvpKHUgLPs, 6515442]
[paragraph, [62.0, 450.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 468.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 486.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 504.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 522.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 540.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 558.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 576.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 594.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [62.0, 612.0, 158.0, 18.0], qTEoQJNuhR, 6515442]
[paragraph, [392.0, 450.0, 157.0, 18.0], ZkJbpKWpnd, 6515442]
[paragraph, [392.0, 468.0, 157.0, 18.0], ZkJbpKWpnd, 6515442]
[paragraph, [392.0, 486.0, 157.0, 18.0], ZkJbpKWpnd, 6515442]
[paragraph, [226.0, 494.0, 159.0, 18.0], twPiphSOvy, 6515442]
[paragraph, [226.0, 512.0, 159.0, 18.0], twPiphSOvy, 6515442]
[paragraph, [226.0, 530.0, 159.0, 18.0], twPiphSOvy, 6515442]
[paragraph, [226.0, 548.0, 159.0, 18.0], twPiphSOvy, 6515442]
[paragraph, [392.0, 507.0, 157.0, 18.0], dQI-ocU8FJ, 6515442]
[paragraph, [392.0, 525.0, 157.0, 18.0], dQI-ocU8FJ, 6515442]
[paragraph, [392.0, 543.0, 157.0, 18.0], dQI-ocU8FJ, 6515442]
[paragraph, [392.0, 561.0, 157.0, 18.0], dQI-ocU8FJ, 6515442]
[paragraph, [392.0, 579.0, 157.0, 18.0], dQI-ocU8FJ, 6515442]
[paragraph, [392.0, 597.0, 157.0, 18.0], dQI-ocU8FJ, 6515442]
[paragraph, [226.0, 579.0, 158.0, 18.0], GlSsx_UNSu, 6515442]
[paragraph, [226.0, 597.0, 158.0, 18.0], GlSsx_UNSu, 6515442]
[paragraph, [226.0, 615.0, 158.0, 18.0], GlSsx_UNSu, 6515442]
[paragraph, [391.0, 634.0, 159.0, 18.0], DHdqUpgSiw, 6515442]
[paragraph, [391.0, 652.0, 159.0, 18.0], DHdqUpgSiw, 6515442]
[paragraph, [61.0, 635.0, 158.0, 18.0], Rz58d0YMMM, 6515442]
[paragraph, [61.0, 653.0, 158.0, 18.0], Rz58d0YMMM, 6515442]
[paragraph, [61.0, 671.0, 158.0, 18.0], Rz58d0YMMM, 6515442]
[paragraph, [61.0, 689.0, 158.0, 18.0], Rz58d0YMMM, 6515442]
[paragraph, [227.0, 649.0, 158.0, 18.0], UxESal4CCm, 6515442]
[paragraph, [227.0, 667.0, 158.0, 18.0], UxESal4CCm, 6515442]
[paragraph, [227.0, 685.0, 158.0, 18.0], UxESal4CCm, 6515442]
[paragraph, [392.0, 690.0, 157.0, 18.0], aZc0Tb_p-v, 6515442]
