[2107, 1577]
[folio, [37.0, 19.0, 196.0, 36.0], Y3OBwTRRoj, 5712473]
[paragraph, [44.0, 1146.0, 716.0, 36.0], shoonya_5sAOYK0E4SUIA7, 5712473]
[paragraph, [765.0, 1018.0, 710.0, 36.0], v1XUfMxMGf, 5712473]
[paragraph, [765.0, 1054.0, 710.0, 36.0], v1XUfMxMGf, 5712473]
[paragraph, [765.0, 1090.0, 710.0, 36.0], v1XUfMxMGf, 5712473]
[paragraph, [769.0, 1157.0, 710.0, 36.0], mvhh4-Od0O, 5712473]
[paragraph, [47.0, 1200.0, 716.0, 36.0], shoonya_6sDXGXU1KZVQPC, 5712473]
[paragraph, [47.0, 1236.0, 716.0, 36.0], shoonya_6sDXGXU1KZVQPC, 5712473]
[paragraph, [47.0, 1272.0, 716.0, 36.0], shoonya_6sDXGXU1KZVQPC, 5712473]
[paragraph, [769.0, 1226.0, 507.0, 36.0], VUJ7L8GDHw, 5712473]
[paragraph, [769.0, 1262.0, 507.0, 36.0], VUJ7L8GDHw, 5712473]
[paragraph, [775.0, 1335.0, 502.0, 36.0], RioSq93BrI, 5712473]
[paragraph, [775.0, 1371.0, 502.0, 36.0], RioSq93BrI, 5712473]
[paragraph, [775.0, 1407.0, 502.0, 36.0], RioSq93BrI, 5712473]
[paragraph, [49.0, 1340.0, 716.0, 36.0], shoonya_7sE6Y445IEH67I, 5712473]
[paragraph, [49.0, 1376.0, 716.0, 36.0], shoonya_7sE6Y445IEH67I, 5712473]
[paragraph, [49.0, 1412.0, 716.0, 36.0], shoonya_7sE6Y445IEH67I, 5712473]
[paragraph, [48.0, 1452.0, 727.0, 36.0], shoonya_9sSS3U76GG3S18, 5712473]
[paragraph, [48.0, 1488.0, 727.0, 36.0], shoonya_9sSS3U76GG3S18, 5712473]
[paragraph, [48.0, 1524.0, 727.0, 36.0], shoonya_9sSS3U76GG3S18, 5712473]
[paragraph, [48.0, 1560.0, 727.0, 36.0], shoonya_9sSS3U76GG3S18, 5712473]
[paragraph, [48.0, 1596.0, 727.0, 36.0], shoonya_9sSS3U76GG3S18, 5712473]
[paragraph, [937.0, 1510.0, 378.0, 36.0], 27Pq_YY8bK, 5712473]
[paragraph, [937.0, 1546.0, 378.0, 36.0], 27Pq_YY8bK, 5712473]
[paragraph, [937.0, 1582.0, 378.0, 36.0], 27Pq_YY8bK, 5712473]
[sidebar, [791.0, 1646.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[sidebar, [791.0, 1682.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[sidebar, [791.0, 1718.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[sidebar, [791.0, 1754.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[sidebar, [791.0, 1790.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[sidebar, [791.0, 1826.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[sidebar, [791.0, 1862.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[sidebar, [791.0, 1898.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[sidebar, [791.0, 1934.0, 677.0, 36.0], k202Q_G6AF, 5712473]
[paragraph, [43.0, 1648.0, 734.0, 36.0], shoonya_12sKJWRJ2592W6, 5712473]
[paragraph, [43.0, 1684.0, 734.0, 36.0], shoonya_12sKJWRJ2592W6, 5712473]
[paragraph, [43.0, 1720.0, 734.0, 36.0], shoonya_12sKJWRJ2592W6, 5712473]
[paragraph, [43.0, 1756.0, 734.0, 36.0], shoonya_12sKJWRJ2592W6, 5712473]
[paragraph, [46.0, 1823.0, 727.0, 36.0], shoonya_13s10JCR7I2MJV, 5712473]
[paragraph, [46.0, 1859.0, 727.0, 36.0], shoonya_13s10JCR7I2MJV, 5712473]
[paragraph, [46.0, 1895.0, 727.0, 36.0], shoonya_13s10JCR7I2MJV, 5712473]
[paragraph, [46.0, 1931.0, 727.0, 36.0], shoonya_13s10JCR7I2MJV, 5712473]
[paragraph, [46.0, 1967.0, 727.0, 36.0], shoonya_13s10JCR7I2MJV, 5712473]
