[1320, 1176]
[folio, [84.0, 56.0, 156.0, 18.0], shoonya_7sHQBTFREQG8S1, 5694477]
[paragraph, [423.0, 734.0, 331.0, 18.0], shoonya_2sX7HALDTNNDML, 5694477]
[paragraph, [423.0, 752.0, 331.0, 18.0], shoonya_2sX7HALDTNNDML, 5694477]
[paragraph, [423.0, 770.0, 331.0, 18.0], shoonya_2sX7HALDTNNDML, 5694477]
[paragraph, [423.0, 788.0, 331.0, 18.0], shoonya_2sX7HALDTNNDML, 5694477]
[paragraph, [423.0, 806.0, 331.0, 18.0], shoonya_2sX7HALDTNNDML, 5694477]
[paragraph, [769.0, 263.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 281.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 299.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 317.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 335.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 353.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 371.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 389.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 407.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 425.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 443.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 461.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 479.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 497.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 515.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 533.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 551.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 569.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 587.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 605.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 623.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 641.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 659.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 677.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [769.0, 695.0, 320.0, 18.0], shoonya_5sQM4026VCYR6H, 5694477]
[paragraph, [77.0, 414.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [77.0, 432.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [77.0, 450.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [77.0, 468.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [77.0, 486.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [77.0, 504.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [77.0, 522.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [77.0, 540.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [77.0, 558.0, 339.0, 18.0], shoonya_1sWN2M8XGU4W1E, 5694477]
[paragraph, [76.0, 580.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 598.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 616.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 634.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 652.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 670.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 688.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 706.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 724.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 742.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 760.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 778.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 796.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 814.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 832.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 850.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 868.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 886.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 904.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 922.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 940.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 958.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 976.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 994.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1012.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1030.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1048.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1066.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1084.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1102.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1120.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1138.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1156.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1174.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1192.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1210.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [76.0, 1228.0, 340.0, 18.0], shoonya_6sA5H7X62DOW6C, 5694477]
[paragraph, [758.0, 726.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 744.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 762.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 780.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 798.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 816.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 834.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 852.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 870.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 888.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 906.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 924.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 942.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 960.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [758.0, 978.0, 338.0, 18.0], shoonya_4sEW5K7GF2YP94, 5694477]
[paragraph, [421.0, 832.0, 332.0, 18.0], HY5L25ubLq, 5694477]
[paragraph, [421.0, 850.0, 332.0, 18.0], HY5L25ubLq, 5694477]
[paragraph, [421.0, 868.0, 332.0, 18.0], HY5L25ubLq, 5694477]
[paragraph, [421.0, 886.0, 332.0, 18.0], HY5L25ubLq, 5694477]
[section-title, [421.0, 915.0, 263.0, 30.0], q46dt5t95G, 5694477]
[paragraph, [422.0, 972.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 990.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1008.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1026.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1044.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1062.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1080.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1098.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1116.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1134.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1152.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1170.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1188.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1206.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [422.0, 1224.0, 330.0, 18.0], u8kyT_pBXk, 5694477]
[paragraph, [757.0, 1007.0, 336.0, 18.0], sRRo00qp4B, 5694477]
[paragraph, [757.0, 1025.0, 336.0, 18.0], sRRo00qp4B, 5694477]
[paragraph, [757.0, 1043.0, 336.0, 18.0], sRRo00qp4B, 5694477]
[paragraph, [757.0, 1061.0, 336.0, 18.0], sRRo00qp4B, 5694477]
[paragraph, [757.0, 1079.0, 336.0, 18.0], sRRo00qp4B, 5694477]
[paragraph, [757.0, 1097.0, 336.0, 18.0], sRRo00qp4B, 5694477]
[paragraph, [757.0, 1115.0, 336.0, 18.0], sRRo00qp4B, 5694477]
[paragraph, [757.0, 1133.0, 336.0, 18.0], sRRo00qp4B, 5694477]
[footnote, [760.0, 1161.0, 339.0, 18.0], _HsOBuFl5u, 5694477]
[footnote, [760.0, 1179.0, 339.0, 18.0], _HsOBuFl5u, 5694477]
[footnote, [760.0, 1197.0, 339.0, 18.0], _HsOBuFl5u, 5694477]
[footnote, [760.0, 1215.0, 339.0, 18.0], _HsOBuFl5u, 5694477]
