[2339, 1653]
[paragraph, [385.0, 198.0, 1081.0, 36.0], shoonya_2sMS73SRSEHUW1, 5733690]
[paragraph, [386.0, 867.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 903.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 939.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 975.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1011.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1047.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1083.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1119.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1155.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1191.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1227.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1263.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1299.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1335.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1371.0, 1081.0, 36.0], shoonya_1sJEH0M7ZL9R74, 5733690]
[paragraph, [386.0, 1426.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1462.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1498.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1534.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1570.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1606.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1642.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1678.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1714.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1750.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1786.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1822.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1858.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1894.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1930.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 1966.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 2002.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 2038.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[paragraph, [386.0, 2074.0, 1074.0, 36.0], shoonya_0sW1X6P7BDXG5E, 5733690]
[folio, [1048.0, 2180.0, 334.0, 36.0], TJ30wTefwk, 5733690]
