[2068, 1551]
[folio, [21.0, 44.0, 199.0, 36.0], cccOuujSKk, 5712615]
[paragraph, [753.0, 1448.0, 716.0, 36.0], QXgu4SQdo1, 5712615]
[paragraph, [26.0, 1257.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1293.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1329.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1365.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1401.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1437.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1473.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1509.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1545.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1581.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1617.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1653.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1689.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1725.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1761.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1797.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1833.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1869.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1905.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [26.0, 1941.0, 736.0, 36.0], shoonya_0sY5F8469CAX5Y, 5712615]
[paragraph, [755.0, 1502.0, 741.0, 36.0], rcoM1CogdM, 5712615]
[paragraph, [755.0, 1538.0, 741.0, 36.0], rcoM1CogdM, 5712615]
[paragraph, [755.0, 1574.0, 741.0, 36.0], rcoM1CogdM, 5712615]
[paragraph, [755.0, 1610.0, 741.0, 36.0], rcoM1CogdM, 5712615]
[paragraph, [755.0, 1646.0, 741.0, 36.0], rcoM1CogdM, 5712615]
[paragraph, [755.0, 1682.0, 741.0, 36.0], rcoM1CogdM, 5712615]
[paragraph, [755.0, 1718.0, 741.0, 36.0], rcoM1CogdM, 5712615]
[paragraph, [755.0, 1754.0, 741.0, 36.0], rcoM1CogdM, 5712615]
[paragraph, [758.0, 1781.0, 550.0, 36.0], yZza0LzfBX, 5712615]
[paragraph, [758.0, 1817.0, 550.0, 36.0], yZza0LzfBX, 5712615]
[paragraph, [758.0, 1853.0, 550.0, 36.0], yZza0LzfBX, 5712615]
[paragraph, [763.0, 1906.0, 538.0, 36.0], shoonya_3sAT3Y2THR5OWI, 5712615]
