[1468, 909]
[headline, [76.0, 71.0, 146.0, 25.5], A5pPGNlmXC, 5769982]
[paragraph, [76.0, 748.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 766.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 784.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 802.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 820.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 838.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 856.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 874.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 892.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 910.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 928.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 946.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 964.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 982.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1000.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1018.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1036.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1054.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1072.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1090.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1108.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1126.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1144.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1162.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1180.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1198.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1216.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1234.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1252.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1270.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1288.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1306.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1324.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 1342.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [459.0, 552.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 570.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 588.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 606.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 624.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 642.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 660.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 678.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 696.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 714.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 732.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 750.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 768.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 786.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 804.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 822.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 840.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [459.0, 858.0, 373.0, 18.0], VO77mLQ17Y, 5769982]
[paragraph, [452.0, 889.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 907.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 925.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 943.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 961.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 979.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 997.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1015.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1033.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1051.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1069.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1087.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1105.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1123.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1141.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1159.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1177.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1195.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1213.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1231.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1249.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1267.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1285.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1303.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1321.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1339.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
[paragraph, [452.0, 1357.0, 389.0, 18.0], i0nQEtrTpM, 5769982]
