[1282, 930]
[chapter-title, [292.0, 64.0, 260.0, 30.0], shoonya_4sAQSY1JUSNF23, 5775799]
[paragraph, [111.0, 447.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 465.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 483.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 501.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 519.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 537.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 555.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 573.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 591.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 609.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 627.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 645.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [111.0, 663.0, 627.0, 18.0], shoonya_1sCOA7BKWRR8D6, 5775799]
[paragraph, [116.0, 683.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 701.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 719.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 737.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 755.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 773.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 791.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 809.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 827.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 845.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 863.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 881.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 899.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 917.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 935.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 953.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 971.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 989.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 1007.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 1025.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 1043.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 1061.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
[paragraph, [116.0, 1079.0, 628.0, 18.0], shoonya_2sJFDVHTW024FC, 5775799]
