[3968, 2806]
[headline, [1277.0, 210.0, 1325.0, 52.5], qc57hwKQGW, 5683722]
[paragraph, [167.0, 2224.0, 1181.0, 52.5], shoonya_3sGFFS5HIOSGHJ, 5683722]
[paragraph, [167.0, 2276.5, 1181.0, 52.5], shoonya_3sGFFS5HIOSGHJ, 5683722]
[paragraph, [167.0, 2329.0, 1181.0, 52.5], shoonya_3sGFFS5HIOSGHJ, 5683722]
[paragraph, [167.0, 2381.5, 1181.0, 52.5], shoonya_3sGFFS5HIOSGHJ, 5683722]
[paragraph, [167.0, 2434.0, 1181.0, 52.5], shoonya_3sGFFS5HIOSGHJ, 5683722]
[paragraph, [167.0, 2486.5, 1181.0, 52.5], shoonya_3sGFFS5HIOSGHJ, 5683722]
[paragraph, [167.0, 2539.0, 1181.0, 52.5], shoonya_3sGFFS5HIOSGHJ, 5683722]
[paragraph, [167.0, 2591.5, 1181.0, 52.5], shoonya_3sGFFS5HIOSGHJ, 5683722]
[paragraph, [1384.0, 1605.0, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 1657.5, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 1710.0, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 1762.5, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 1815.0, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 1867.5, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 1920.0, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 1972.5, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 2025.0, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1384.0, 2077.5, 1242.0, 52.5], shoonya_5sB58G4KX53LII, 5683722]
[paragraph, [1376.0, 2247.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2299.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2352.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2404.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2457.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2509.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2562.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2614.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2667.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2719.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2772.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2824.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2877.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2929.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 2982.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 3034.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 3087.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 3139.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 3192.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 3244.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 3297.0, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [1376.0, 3349.5, 1259.0, 52.5], shoonya_2sR1WJCRVYT4I1, 5683722]
[paragraph, [166.0, 2699.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 2751.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 2804.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 2856.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 2909.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 2961.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3014.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3066.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3119.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3171.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3224.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3276.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3329.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3381.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3434.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3486.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3539.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3591.5, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [166.0, 3644.0, 1184.0, 52.5], shoonya_0sJGXM1SSURB9W, 5683722]
[paragraph, [1369.0, 3568.0, 1254.0, 52.5], nmpiHBG96F, 5683722]
[paragraph, [1369.0, 3620.5, 1254.0, 52.5], nmpiHBG96F, 5683722]
[paragraph, [1369.0, 3673.0, 1254.0, 52.5], nmpiHBG96F, 5683722]
[folio, [270.0, 3812.0, 740.0, 52.5], YLKWOpuw23, 5683722]
[folio, [270.0, 3864.5, 740.0, 52.5], YLKWOpuw23, 5683722]
