[1320, 1176]
[folio, [935.0, 57.0, 146.0, 18.0], Eq1_UwpOdh, 5694364]
[paragraph, [419.0, 252.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 270.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 288.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 306.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 324.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 342.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 360.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 378.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 396.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 414.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 432.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 450.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 468.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 486.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 504.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 522.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 540.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 558.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 576.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 594.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 612.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [76.0, 400.0, 322.0, 18.0], n-w0pm1xnd, 5694364]
[paragraph, [76.0, 418.0, 322.0, 18.0], n-w0pm1xnd, 5694364]
[paragraph, [77.0, 458.0, 318.0, 18.0], YiwvrEJRy4, 5694364]
[paragraph, [77.0, 476.0, 318.0, 18.0], YiwvrEJRy4, 5694364]
[paragraph, [77.0, 494.0, 318.0, 18.0], YiwvrEJRy4, 5694364]
[paragraph, [77.0, 512.0, 318.0, 18.0], YiwvrEJRy4, 5694364]
[paragraph, [77.0, 530.0, 318.0, 18.0], YiwvrEJRy4, 5694364]
[paragraph, [77.0, 548.0, 318.0, 18.0], YiwvrEJRy4, 5694364]
[paragraph, [77.0, 566.0, 318.0, 18.0], YiwvrEJRy4, 5694364]
[paragraph, [77.0, 584.0, 318.0, 18.0], YiwvrEJRy4, 5694364]
[paragraph, [76.0, 625.0, 320.0, 18.0], JL5WU7uVoW, 5694364]
[paragraph, [76.0, 643.0, 320.0, 18.0], JL5WU7uVoW, 5694364]
[paragraph, [76.0, 661.0, 320.0, 18.0], JL5WU7uVoW, 5694364]
[paragraph, [76.0, 679.0, 320.0, 18.0], JL5WU7uVoW, 5694364]
[paragraph, [419.0, 648.0, 312.0, 18.0], flo5qq32dw, 5694364]
[paragraph, [419.0, 666.0, 312.0, 18.0], flo5qq32dw, 5694364]
