[1468, 909]
[headline, [323.0, 81.0, 251.0, 25.5], shoonya_0sY5F8WLSM0CTS, 5770692]
[paragraph, [460.0, 466.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 484.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 502.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 520.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 538.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 556.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 574.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 592.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 610.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 628.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 646.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 664.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 682.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 700.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 718.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 736.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 754.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 772.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 790.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 808.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 826.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 844.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 862.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 880.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 898.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 916.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 934.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 952.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 970.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 988.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1006.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1024.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1042.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1060.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1078.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1096.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1114.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1132.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1150.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1168.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1186.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1204.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1222.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1240.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1258.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1276.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1294.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1312.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1330.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1348.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 1366.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
