[1565, 1152]
[paragraph, [423.0, 115.0, 301.0, 36.0], shoonya_4sY9JATYWBLPNT, 5712972]
[paragraph, [732.0, 891.0, 321.0, 36.0], shoonya_0s86F43I31TPO3, 5712972]
[paragraph, [732.0, 927.0, 321.0, 36.0], shoonya_0s86F43I31TPO3, 5712972]
[paragraph, [732.0, 963.0, 321.0, 36.0], shoonya_0s86F43I31TPO3, 5712972]
[paragraph, [420.0, 809.0, 301.0, 36.0], shoonya_6sRZZJWMNNT23O, 5712972]
[paragraph, [420.0, 845.0, 301.0, 36.0], shoonya_6sRZZJWMNNT23O, 5712972]
[paragraph, [420.0, 881.0, 301.0, 36.0], shoonya_6sRZZJWMNNT23O, 5712972]
[paragraph, [420.0, 917.0, 301.0, 36.0], shoonya_6sRZZJWMNNT23O, 5712972]
[paragraph, [420.0, 953.0, 301.0, 36.0], shoonya_6sRZZJWMNNT23O, 5712972]
[paragraph, [423.0, 1002.0, 280.0, 36.0], shoonya_12sVTWEVZCZJRU, 5712972]
[paragraph, [423.0, 1038.0, 280.0, 36.0], shoonya_12sVTWEVZCZJRU, 5712972]
[paragraph, [423.0, 1074.0, 280.0, 36.0], shoonya_12sVTWEVZCZJRU, 5712972]
[paragraph, [423.0, 1110.0, 280.0, 36.0], shoonya_12sVTWEVZCZJRU, 5712972]
[paragraph, [423.0, 1146.0, 280.0, 36.0], shoonya_12sVTWEVZCZJRU, 5712972]
[paragraph, [423.0, 1182.0, 280.0, 36.0], shoonya_12sVTWEVZCZJRU, 5712972]
[paragraph, [730.0, 1010.0, 316.0, 36.0], shoonya_7s3DSRDHK8QC7I, 5712972]
[paragraph, [730.0, 1046.0, 316.0, 36.0], shoonya_7s3DSRDHK8QC7I, 5712972]
[paragraph, [730.0, 1082.0, 316.0, 36.0], shoonya_7s3DSRDHK8QC7I, 5712972]
[paragraph, [730.0, 1118.0, 316.0, 36.0], shoonya_7s3DSRDHK8QC7I, 5712972]
[paragraph, [730.0, 1154.0, 316.0, 36.0], shoonya_7s3DSRDHK8QC7I, 5712972]
[paragraph, [730.0, 1190.0, 316.0, 36.0], shoonya_7s3DSRDHK8QC7I, 5712972]
[paragraph, [730.0, 1226.0, 316.0, 36.0], shoonya_7s3DSRDHK8QC7I, 5712972]
[paragraph, [428.0, 1217.0, 298.0, 36.0], shoonya_5s5XW5J3EW7CNS, 5712972]
[paragraph, [428.0, 1253.0, 298.0, 36.0], shoonya_5s5XW5J3EW7CNS, 5712972]
[paragraph, [428.0, 1289.0, 298.0, 36.0], shoonya_5s5XW5J3EW7CNS, 5712972]
[paragraph, [428.0, 1325.0, 298.0, 36.0], shoonya_5s5XW5J3EW7CNS, 5712972]
[paragraph, [428.0, 1361.0, 298.0, 36.0], shoonya_5s5XW5J3EW7CNS, 5712972]
[paragraph, [746.0, 1279.0, 256.0, 36.0], shoonya_11s1RS3QRVK5QB, 5712972]
[paragraph, [746.0, 1315.0, 256.0, 36.0], shoonya_11s1RS3QRVK5QB, 5712972]
[paragraph, [106.0, 1345.0, 306.0, 36.0], shoonya_10s1FL9B4NYS3X, 5712972]
[paragraph, [106.0, 1381.0, 306.0, 36.0], shoonya_10s1FL9B4NYS3X, 5712972]
[website-link, [740.0, 1380.0, 296.0, 18.0], nm5GjX4XXr, 5712972]
[website-link, [740.0, 1398.0, 296.0, 18.0], nm5GjX4XXr, 5712972]
