[2339, 1656]
[paragraph, [121.0, 39.0, 707.0, 36.0], shoonya_0s1XIXWPG66GLB, 5749925]
[paragraph, [860.0, 950.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 986.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 1022.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 1058.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 1094.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 1130.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 1166.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 1202.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 1238.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [860.0, 1274.0, 702.0, 36.0], shoonya_2sZMQ40ML42DTA, 5749925]
[paragraph, [200.0, 811.0, 562.0, 36.0], shoonya_4sMP8A3PANLJ26, 5749925]
[paragraph, [200.0, 847.0, 562.0, 36.0], shoonya_4sMP8A3PANLJ26, 5749925]
[paragraph, [200.0, 883.0, 562.0, 36.0], shoonya_4sMP8A3PANLJ26, 5749925]
[paragraph, [200.0, 919.0, 562.0, 36.0], shoonya_4sMP8A3PANLJ26, 5749925]
[paragraph, [200.0, 955.0, 562.0, 36.0], shoonya_4sMP8A3PANLJ26, 5749925]
[paragraph, [200.0, 991.0, 562.0, 36.0], shoonya_4sMP8A3PANLJ26, 5749925]
[paragraph, [200.0, 1027.0, 562.0, 36.0], shoonya_4sMP8A3PANLJ26, 5749925]
[paragraph, [200.0, 1063.0, 562.0, 36.0], shoonya_4sMP8A3PANLJ26, 5749925]
[paragraph, [134.0, 1136.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1172.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1208.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1244.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1280.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1316.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1352.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1388.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1424.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1460.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [134.0, 1496.0, 702.0, 36.0], shoonya_5sWUVLOT6M3HUC, 5749925]
[paragraph, [870.0, 1349.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1385.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1421.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1457.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1493.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1529.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1565.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1601.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1637.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1673.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1709.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1745.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1781.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1817.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1853.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1889.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1925.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1961.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [870.0, 1997.0, 703.0, 36.0], shoonya_1s8FO44EZLH9OA, 5749925]
[paragraph, [138.0, 1569.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[paragraph, [138.0, 1605.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[paragraph, [138.0, 1641.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[paragraph, [138.0, 1677.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[paragraph, [138.0, 1713.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[paragraph, [138.0, 1749.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[paragraph, [138.0, 1785.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[paragraph, [138.0, 1821.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[paragraph, [138.0, 1857.0, 701.0, 36.0], shoonya_3sQD10C54TS48C, 5749925]
[folio, [132.0, 1984.0, 522.0, 36.0], 1veEcZBRT_, 5749925]
