[1225, 1650]
[paragraph, [575.0, 18.0, 518.0, 18.0], shoonya_5sLAS6WZ50RDK9, 5725740]
[paragraph, [12.0, 354.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 372.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 390.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 408.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 426.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 444.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 462.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 480.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 498.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 516.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 534.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 552.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 570.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 588.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 606.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 624.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 642.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 660.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 678.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 696.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 714.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 732.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 750.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 768.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 786.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 804.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 822.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 840.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 858.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 876.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 894.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [12.0, 912.0, 531.0, 18.0], shoonya_2sOQFMYKKQB9Z7, 5725740]
[paragraph, [1129.0, 286.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 304.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 322.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 340.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 358.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 376.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 394.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 412.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 430.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 448.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 466.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1129.0, 484.0, 513.0, 18.0], shoonya_6s8OAWHHLOTW3Z, 5725740]
[paragraph, [1126.0, 524.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 542.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 560.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 578.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 596.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 614.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 632.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 650.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 668.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 686.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 704.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 722.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 740.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 758.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 776.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 794.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 812.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 830.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 848.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 866.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 884.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 902.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 920.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [1126.0, 938.0, 515.0, 18.0], shoonya_3sERS0Z9TYL1A4, 5725740]
[paragraph, [574.0, 888.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 906.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 924.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 942.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 960.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 978.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 996.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1014.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1032.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1050.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1068.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1086.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1104.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1122.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1140.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1158.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1176.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [574.0, 1194.0, 518.0, 18.0], shoonya_7sN1BN4U1VL9IE, 5725740]
[paragraph, [9.0, 961.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 979.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 997.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1015.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1033.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1051.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1069.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1087.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1105.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1123.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1141.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1159.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
[paragraph, [9.0, 1177.0, 536.0, 18.0], shoonya_4sZ6YD35TURV79, 5725740]
